"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","duration","visits"
"psi(Int)",-0.262217711349705,-0.086720240793091,-0.261318179720919,-0.262192341057804,0.0881805748087491,-0.262192341065755,-0.0856596087691476,-0.0866215408544231,-0.0856596087916266,-0.628586986631267,-0.44181783124579,-0.261091407894907,-0.441844211174765,-0.441800128680681,-0.441798431518554,-0.441869811224393,-0.0864133513417641,-0.441825150069912,-0.628590622952799,-0.261292807893824,-0.0864133513393118,-0.441800128680249,-0.262239528846125,-0.0866215408619814,-0.26229956634732,-0.261856586106576,-0.0850127811668678,-0.0860729305260481,-0.0854686657564545,-0.0860729305038393,-0.0865612143366578,-0.261091407899798,-0.441798431518576,-0.441800128687128,0.0887036071906605,-0.441943440957416,-0.086492211522816,-0.2607507127994,-0.262217699667328,-0.628587821668206,-0.261292807884118,-0.262274453220588,-0.262217713675671,-0.0861671354542772,-0.0864133513424117,-0.262258336834091,-0.441811848401871,-0.262217714243548,-0.262274452989543,-0.44181184840039,-0.260750712798263,-0.261292807898725,-0.62859203001839,-0.262239528855016,-0.0865612143348364,-0.0866215408572688,-0.260917779981028,0.0889083328566431,-0.26129280789793,-0.441798431529554,-0.0865612143327741,-0.0852950724397617,-0.441825150063879,-0.0859703173488717,-0.262274452992793,-0.261292807899032,-0.628606335824391,-0.261318179723281,-0.628590622956078,-0.262217699654771,-0.262274453210197,-0.628562466294407,-0.44184421116167,-0.441799294663655,-0.441825150077555,-0.62859704414041,-0.441902675236224,-0.261017147771212,-0.441811848403603,-0.628592030017714,-0.260750712819857,-0.0859703172871613,-0.261017147777576,-0.0864133513367398,-0.0860729305109309,-0.628592030023809,0.0874566761568236,-0.628590202554402,-0.0864922115229834,-0.262192341056167,-0.0868258869426894,-0.441844211160006,-0.441803500134243,-0.441811848408549,-0.260917779982509,-0.260750712815195,0.0883293417175478,-0.2622583364284,-0.0867202408068259,-0.08656121433354,10,20
"p(Int)",-0.510958212668838,-0.599368593198182,-0.619172811992076,-0.532371085771257,-0.789270564525782,-0.53237108577048,-0.826759073212101,-0.639404535237518,-0.826759073409507,-0.35367941557027,-0.245689299908565,-0.641317826848116,-0.475453709435633,-0.33650110037311,-0.359405844609819,-0.499013680591035,-0.700449429793166,-0.452019425664892,-0.327939864189672,-0.597263737320025,-0.700449429793168,-0.336501100374347,-0.489662076312144,-0.639404535237591,-0.405526090580437,-0.686088013767707,-0.892442501008591,-0.762916211811077,-0.848446522358718,-0.76291621180852,-0.659614703276524,-0.641317826852721,-0.359405844612525,-0.336501100374637,-0.848443523101432,-0.546538724078878,-0.679960915545223,-0.55369124270584,-0.510958222844463,-0.302308147378524,-0.597263737305624,-0.44739577303504,-0.510958210634698,-0.741424133991192,-0.700449429795032,-0.468476526468983,-0.428704054617515,-0.510958210146633,-0.44739577361001,-0.428704054617972,-0.553691242700128,-0.597263737345355,-0.251332241231712,-0.48966207631324,-0.659614703274469,-0.639404535237641,-0.663489779152588,-0.868506030721037,-0.597263737303792,-0.35940584461286,-0.659614703274778,-0.870311919937195,-0.45201942566588,-0.783964019557593,-0.44739577361134,-0.597263737311672,-0.050013448766992,-0.61917281200991,-0.327939864189497,-0.510958222844985,-0.447395773035814,-0.379538485627449,-0.475453709434679,-0.382403702302467,-0.452019425666279,-0.225971377984656,-0.522706296267963,-0.575435626161222,-0.42870405461732,-0.251332241231654,-0.553691242696986,-0.783964019289453,-0.575435626177373,-0.700449429794322,-0.762916211804478,-0.25133224123221,-0.637717492958842,-0.276775213570206,-0.679960915544708,-0.532371085771013,-0.540192605395346,-0.475453709435147,-0.405500976947032,-0.428704054617189,-0.663489779156346,-0.553691242707966,-0.808836461204819,-0.468476527263865,-0.599368593196796,-0.659614703273523,10,20
