"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","duration","visits"
"psi(Int)",-0.245508904254757,-0.239388523242081,-0.0806065515366496,-0.627829513127016,-0.626667183154565,-0.436347059865556,-0.627368318153052,-0.621734958683182,-0.624906178438941,-0.438046438191333,-0.627989558238285,-0.255890743257995,-0.256873958662967,-0.42845098515783,-0.627053881278979,-0.253408846022877,-0.250047801688196,-0.625612908142161,-0.439244568800245,-0.428450985163448,-0.824413049678526,-0.439701397064032,-0.620203312229608,-0.25185481444019,-0.253408846026567,-0.259051851569695,-0.433952907944878,-0.256873958662014,-0.0453032718092964,-0.433952907943753,-0.428450985157159,-0.245508904247193,-0.43241574070519,-0.623001457843307,-0.438046438191272,-0.428450985157797,-0.0662510580567054,-0.625612908150584,-0.428450985162292,-0.430598130806859,-0.239388524063844,-0.23938852327872,-0.436347059872025,-0.204851962371201,-0.826327492152529,-0.247947946001666,-0.625612908149826,-0.626192458986105,-0.258436533130264,-0.430598130810741,-0.623001458232806,-0.627368318157299,-0.626192458983845,-0.422923282764069,-0.415215411332656,-0.251854814437946,-0.255890743258078,-0.432415740702514,-0.627989558238353,-0.616123582091208,-0.433952907945247,-0.251854814436929,-0.438698298922612,-0.430598130810006,-0.826483875378103,-0.256873958659269,-0.433952907943748,-0.436347059867441,-0.435251467021468,-0.627053881276879,-0.435251467018975,-0.439244568795952,-0.432415740699894,-0.432415740704564,-0.621734954381176,-0.437270073327772,-0.824413049680803,-0.0631247364534252,-0.625612908146322,-0.624044157498904,-0.436347059869416,-0.254744262261311,-0.621734958692247,-0.435251467019229,-0.251854814440211,-0.255890743256325,-0.439244568801141,-0.435251467017041,-0.627989558239645,-0.624906178440985,-0.624906178443425,-0.225978711790575,-0.438698298924547,-0.437270073336539,-0.439701305113468,-0.43634705986613,-0.430598130810277,-0.247947946002119,-0.41521541133396,-0.245508904248241,8,12
"p(Int)",-0.744917755942486,-0.8265509039531,-0.500210442600429,-0.126119248490098,-0.295969542644811,-0.496491520480106,-0.210555841298446,-0.562562996885507,-0.426848706770664,-0.417010834200146,-0.0841504298485548,-0.516665336483717,-0.480445135426951,-0.705307123562129,-0.253115690539442,-0.590467361284634,-0.666402978668965,-0.382776066577341,-0.339170181356117,-0.705307123561878,-0.339170143343789,-0.300750965203397,-0.609235253610621,-0.628142516987695,-0.590467361283662,-0.374019589797642,-0.578029686232104,-0.480445135426572,-0.972789893481503,-0.578029686232326,-0.705307123561764,-0.744917755941764,-0.619721535929089,-0.51666564624676,-0.41701083420032,-0.705307123563831,-0.777902629434074,-0.382776066575397,-0.705307123562342,-0.662121139837232,-0.826550907246194,-0.826550904085607,-0.496491520479199,-1.09769114958676,-0.000489880703368444,-0.705306792212112,-0.38277606657491,-0.339169655803034,-0.409159303804288,-0.662121139838504,-0.516665645887173,-0.210555841299557,-0.339169655803718,-0.794394110168643,-0.887815345244838,-0.628142516987405,-0.516665336483741,-0.61972153592944,-0.0841504298471653,-0.705307118599797,-0.578029686233185,-0.62814251698727,-0.377909100994406,-0.662121139838488,0.0950239568872254,-0.48044513542696,-0.578029686232156,-0.496491520478428,-0.536974536742826,-0.253115690540005,-0.536974536741933,-0.339170181354108,-0.61972153592909,-0.619721535928701,-0.562563023182874,-0.45652166354175,-0.339170143344714,-0.815208051054262,-0.382776066575705,-0.471453477785818,-0.49649152047876,-0.553324501352441,-0.562562996885796,-0.536974536741264,-0.628142516987254,-0.516665336483602,-0.339170181354144,-0.536974536742222,-0.0841504298490696,-0.426848706770832,-0.426848706770521,-0.956341820441355,-0.377909100994795,-0.456521663541372,-0.300751072543417,-0.496491520480378,-0.662121139837432,-0.705306792212354,-0.887815345244134,-0.744917755941932,8,12
