X,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,duration,visits
psi(Int),-0.438698299,-0.440082441,-0.43634706,-0.437270073,-0.627368318,-0.62762326,-0.625612908,-0.627829513,-0.256873959,-0.626667183,-0.43634706,-0.440082467,-0.440082467,-0.43634706,-0.628378502,-0.82562474,-0.438046438,-0.62762326,-0.440881249,-0.075204785,-0.628317642,-0.627829513,-0.432415741,-0.437270073,-0.256873959,-0.254744262,-0.62762326,-0.62762326,-0.438046438,-0.82441305,-0.626667183,-0.439244569,-0.433952908,-0.627368318,-0.076746345,-0.075204785,-0.628378502,-0.25957659,-0.256873959,-0.435251467,-0.628317642,0.102024588,-0.245508904,-0.628233687,-0.242676864,-0.438046438,-0.06897873,-0.076746345,-0.078064609,-0.438046438,-0.439244569,-0.621734959,-0.256873959,-0.440399735,-0.438698299,-0.440399735,-0.256873959,-0.433952908,-0.254744262,-0.255890743,-0.440663142,-0.627368318,-0.063124736,-0.432415741,-0.435251467,-0.071353348,-0.626667183,-0.258436533,-0.43634706,-0.627989558,-0.435251467,-0.62762326,-0.433952908,-0.256873959,-0.066251058,-0.438046438,-0.440399735,-0.438046438,-0.439244569,-0.076746345,-0.438046438,-0.438046438,-0.624906178,-0.439701305,-0.625612908,-0.254744262,-0.254744262,-0.432415741,-0.254744262,-0.628566156,-0.254744262,-0.245508904,-0.251854814,-0.439701397,-0.439701305,-0.627053881,-0.439244569,-0.258436534,-0.438046438,-0.255890743,10,12
p(Int),-0.377909101,-0.26261126,-0.49649152,-0.456521664,-0.210555841,-0.168239641,-0.382776067,-0.126119248,-0.480445135,-0.295969543,-0.49649152,-0.262611227,-0.262611227,-0.49649152,0.083075814,-0.19239217,-0.417010834,-0.168239641,-0.149498139,-0.635066568,0.041284154,-0.126119248,-0.619721536,-0.456521664,-0.480445135,-0.553324501,-0.168239641,-0.168239641,-0.417010834,-0.339170143,-0.295969543,-0.339170181,-0.578029686,-0.210555841,-0.600712319,-0.635066568,0.083075814,-0.339170199,-0.480445135,-0.536974537,0.041284154,-0.672753218,-0.744917756,-0.000489866,-0.785306305,-0.417010834,-0.741287304,-0.600712319,-0.566818454,-0.417010834,-0.339170181,-0.562562997,-0.480445135,-0.224712771,-0.377909101,-0.224712771,-0.480445135,-0.578029686,-0.553324501,-0.516665336,-0.187019791,-0.210555841,-0.815208051,-0.619721536,-0.536974537,-0.705309836,-0.295969543,-0.409159304,-0.49649152,-0.08415043,-0.536974537,-0.168239641,-0.578029686,-0.480445135,-0.777902629,-0.417010834,-0.224712771,-0.417010834,-0.339170181,-0.600712319,-0.417010834,-0.417010834,-0.426848707,-0.300751073,-0.382776067,-0.553324501,-0.553324501,-0.619721536,-0.553324501,0.336405767,-0.553324501,-0.744917756,-0.628142517,-0.300750965,-0.300751073,-0.253115691,-0.339170181,-0.409159325,-0.417010834,-0.516665336,10,12
psi(Int),-0.441538392,-0.441083279,-0.628485862,-0.441667581,-0.628511175,-0.260672408,-0.628242133,-0.084568894,-0.441083279,-0.260672408,-0.261465568,-0.260672408,-0.441589836,-0.628549074,-0.085403866,-0.441476528,-0.441402297,-0.261804209,-0.086336092,-0.628369861,-0.628532128,-0.261886879,-0.441476528,-0.260672408,-0.441208306,-0.441697229,-0.261804209,-0.260951693,-0.628369861,-0.441083279,-0.440935176,-0.085168178,-0.441632295,-0.441589836,-0.441083279,-0.260762035,-0.441538392,-0.440553469,-0.084568894,-0.260951693,-0.261465568,-0.441538392,0.094599239,0.091130422,-0.261595701,-0.261595701,-0.261957673,-0.441083279,-0.441476528,-0.085403866,-0.260672408,-0.628570241,-0.441538392,-0.260672408,-0.257150187,-0.085616201,-0.628559874,-0.628369861,-0.258486011,-0.441632295,-0.441538392,-0.440935176,-0.082750098,-0.628454772,-0.259024919,-0.441476528,-0.261804209,-0.441402297,-0.441402297,-0.085403866,-0.261465568,-0.62841657,-0.441313688,-0.261707825,-0.260762035,-0.261886879,-0.261707825,-0.441476491,-0.441208306,-0.260510702,-0.260346626,-0.260346626,-0.628485863,-0.628369861,-0.262070223,-0.261465568,-0.260672408,-0.628416612,-0.439686947,-0.441697229,-0.628416561,-0.084202516,-0.440310017,-0.259490977,-0.261804209,-0.628511174,-0.083783176,-0.261707825,-0.628549074,-0.083783176,10,16
p(Int),-0.336780899,-0.482039574,-0.219773605,-0.251493283,-0.188169569,-0.565602323,-0.379892353,-0.661184876,-0.482039574,-0.565602323,-0.511638039,-0.565602323,-0.308224621,-0.125238366,-0.585560793,-0.365482763,-0.394343957,-0.432106879,-0.43929413,-0.315350885,-0.156664124,-0.405923316,-0.365482763,-0.565602323,-0.452606436,-0.22329193,-0.432106879,-0.538511004,-0.315350885,-0.482039574,-0.511696824,-0.610559825,-0.27979974,-0.308224621,-0.482039574,-0.620576502,-0.336780899,-0.571757944,-0.661184876,-0.538511004,-0.511638039,-0.336780899,-0.867534133,-0.743337051,-0.484952282,-0.484952282,-0.379884147,-0.482039574,-0.365482763,-0.585560793,-0.565602323,-0.062568609,-0.336780899,-0.565602323,-0.821950418,-0.560758499,-0.093879592,-0.315350885,-0.762735649,-0.27979974,-0.336780899,-0.511696824,-0.765362762,-0.251493268,-0.73368046,-0.365482763,-0.432106879,-0.394343957,-0.394343957,-0.585560793,-0.511638039,-0.283346156,-0.423380153,-0.458445979,-0.620576502,-0.405923316,-0.458445979,-0.365482546,-0.452606436,-0.64840689,-0.592916801,-0.592916801,-0.219773605,-0.315350885,-0.32819665,-0.511638039,-0.565602323,-0.283346181,-0.664026108,-0.22329193,-0.283346151,-0.686845515,-0.602201803,-0.704964245,-0.432106879,-0.188169569,-0.712752464,-0.458445979,-0.125238366,-0.712752464,10,16
psi(Int),-0.262217711,-0.086720241,-0.26131818,-0.262192341,0.088180575,-0.262192341,-0.085659609,-0.086621541,-0.085659609,-0.628586987,-0.441817831,-0.261091408,-0.441844211,-0.441800129,-0.441798432,-0.441869811,-0.086413351,-0.44182515,-0.628590623,-0.261292808,-0.086413351,-0.441800129,-0.262239529,-0.086621541,-0.262299566,-0.261856586,-0.085012781,-0.086072931,-0.085468666,-0.086072931,-0.086561214,-0.261091408,-0.441798432,-0.441800129,0.088703607,-0.441943441,-0.086492212,-0.260750713,-0.2622177,-0.628587822,-0.261292808,-0.262274453,-0.262217714,-0.086167135,-0.086413351,-0.262258337,-0.441811848,-0.262217714,-0.262274453,-0.441811848,-0.260750713,-0.261292808,-0.62859203,-0.262239529,-0.086561214,-0.086621541,-0.26091778,0.088908333,-0.261292808,-0.441798432,-0.086561214,-0.085295072,-0.44182515,-0.085970317,-0.262274453,-0.261292808,-0.628606336,-0.26131818,-0.628590623,-0.2622177,-0.262274453,-0.628562466,-0.441844211,-0.441799295,-0.44182515,-0.628597044,-0.441902675,-0.261017148,-0.441811848,-0.62859203,-0.260750713,-0.085970317,-0.261017148,-0.086413351,-0.086072931,-0.62859203,0.087456676,-0.628590203,-0.086492212,-0.262192341,-0.086825887,-0.441844211,-0.4418035,-0.441811848,-0.26091778,-0.260750713,0.088329342,-0.262258336,-0.086720241,-0.086561214,10,20
p(Int),-0.510958213,-0.599368593,-0.619172812,-0.532371086,-0.789270565,-0.532371086,-0.826759073,-0.639404535,-0.826759073,-0.353679416,-0.2456893,-0.641317827,-0.475453709,-0.3365011,-0.359405845,-0.499013681,-0.70044943,-0.452019426,-0.327939864,-0.597263737,-0.70044943,-0.3365011,-0.489662076,-0.639404535,-0.405526091,-0.686088014,-0.892442501,-0.762916212,-0.848446522,-0.762916212,-0.659614703,-0.641317827,-0.359405845,-0.3365011,-0.848443523,-0.546538724,-0.679960916,-0.553691243,-0.510958223,-0.302308147,-0.597263737,-0.447395773,-0.510958211,-0.741424134,-0.70044943,-0.468476526,-0.428704055,-0.51095821,-0.447395774,-0.428704055,-0.553691243,-0.597263737,-0.251332241,-0.489662076,-0.659614703,-0.639404535,-0.663489779,-0.868506031,-0.597263737,-0.359405845,-0.659614703,-0.87031192,-0.452019426,-0.78396402,-0.447395774,-0.597263737,-0.050013449,-0.619172812,-0.327939864,-0.510958223,-0.447395773,-0.379538486,-0.475453709,-0.382403702,-0.452019426,-0.225971378,-0.522706296,-0.575435626,-0.428704055,-0.251332241,-0.553691243,-0.783964019,-0.575435626,-0.70044943,-0.762916212,-0.251332241,-0.637717493,-0.276775214,-0.679960916,-0.532371086,-0.540192605,-0.475453709,-0.405500977,-0.428704055,-0.663489779,-0.553691243,-0.808836461,-0.468476527,-0.599368593,-0.659614703,10,20
psi(Int),-0.525584669,-0.427890683,-0.040720689,0.792852739,-0.525584669,-0.91564529,-1.529926743,-0.846121879,-0.427890657,-0.764498197,-0.785203079,-0.427890657,-0.734915003,-0.692452088,-0.393524468,-1.500754047,-0.538297254,-0.538297254,-1.009864599,-0.525584678,-1.030841384,-0.785203079,-0.692452088,-0.960657234,-0.764498197,-0.846121879,-0.630633102,-1.529926743,-0.785203079,-0.734914996,-0.764498197,-1.269645559,-0.734914995,-0.734914996,-0.286925897,-0.764498197,-0.555245111,-0.544029136,-0.630633102,-0.555245079,-0.346965333,-1.080630548,-0.040720689,-0.484739331,-0.990296881,-1.022658584,-0.227447125,-0.785203079,-0.427890683,-0.346965334,-0.525584669,-0.555245079,-0.91564529,-0.734914995,-0.915645291,-1.269645559,-0.960657234,-0.055098728,-0.764498197,-0.764498147,-0.799645035,-0.040720689,-0.785203079,-0.734915003,-0.484739331,-0.525584677,-0.525584677,-0.538297254,-0.990296886,-0.799645035,-0.525584676,-0.346965334,-0.525584678,-0.960657251,-0.990296908,0.027095555,-0.555245079,-0.91564529,-0.525584676,-0.538297254,-1.030841384,-0.734914996,-0.846121879,-1.25898333,-0.427890657,-0.960657234,-0.846121879,-1.240980103,-0.346965333,-1.022658584,0.121905748,-1.009864598,-0.525584669,-0.159247158,-0.990296886,-0.692452088,-1.080630548,-0.91564529,-0.630633102,-0.734914996,10,4
p(Int),-0.010669452,-0.350937222,-1.013371234,-1.453501104,-0.010669452,-0.175200291,0.450100609,-0.412861636,-0.350937212,0.190428033,0.363899871,-0.350937212,0.012155295,-0.175213617,-0.862637737,0.146667884,-0.602027164,-0.602027164,0.449982764,-0.010669421,0.860702168,0.363899871,-0.175213617,0.042370659,0.190428033,-0.412861636,-0.377221599,0.450100609,0.363899871,0.012155296,0.190428033,0.818184378,0.012155297,0.012155296,-0.175110894,0.190428033,0.146462264,-1.013098288,-0.377221599,0.146462268,-0.543108745,-0.463844367,-1.013371234,-0.175190983,0.248597049,0.652137112,-0.759691765,0.363899872,-0.350937222,-0.543108745,-0.010669452,0.146462268,-0.175200291,0.012155297,-0.175200291,0.818184378,0.042370659,-0.684458202,0.190428033,0.190428026,0.536205999,-1.013371234,0.363899871,0.012155295,-0.175190983,-0.010669423,-0.010669423,-0.602027164,0.248597038,0.536205999,-0.010669428,-0.543108745,-0.010669421,0.042370663,0.248596995,-0.463844383,0.146462268,-0.175200291,-0.010669428,-0.602027164,0.860702168,0.012155296,-0.412861636,0.57083324,-0.350937212,0.042370659,-0.412861636,0.329401577,-0.543108745,0.652137111,-0.625891582,0.449982764,-0.010669452,-0.498646884,0.248597038,-0.175213617,-0.463844367,-0.175200291,-0.377221599,0.012155296,10,4
psi(Int),-0.607697253,-0.417609383,-0.229030759,-0.387726079,-0.824908269,-0.4121449,-0.62240384,-0.822362502,-0.4121449,-0.622403865,-0.425850937,-0.612050016,-0.205182637,-0.422127129,-0.813095988,-0.620611979,-0.205182637,-0.618361922,-0.813095988,-0.425850938,-0.387726079,-0.587286387,-0.587286387,-0.433487001,-0.62061198,-0.42212713,-0.612050016,-0.435183233,-0.40550391,-0.820862738,-0.808960538,-0.624949982,-0.01507017,-0.78796501,-0.816412997,-0.615552598,-0.422127129,-0.808960538,-0.622403865,-0.067980005,-0.437655349,-0.607697253,-0.612050016,-0.417609383,-0.587286387,-0.425850937,-0.433487001,-0.615552598,-0.417609383,-0.618361922,-0.602294976,-0.623826692,-0.612050016,-0.822362502,-0.229030759,-0.607697253,-0.607697253,-0.40550391,-0.602294976,-0.813095988,-0.822362502,-0.818910288,-0.042896812,-0.40550391,-1.037591878,-0.620611978,-0.222406671,-0.397468149,-0.602294976,-0.820862738,-0.397468149,-0.607697253,-0.813095988,-0.249318333,-0.397468149,-0.431433639,-0.612050016,-0.820862746,-0.818910294,-0.602294976,-0.417609383,-0.425850937,-0.615552598,-0.375905939,-0.40550391,-0.816412997,-0.816412997,-0.823506335,-0.62240384,-0.615552598,-0.587286387,-0.602294976,-0.607697253,-0.42891556,-0.387726079,-0.818910288,-0.222406671,-0.361557135,-0.823506335,-0.823506335,10,8
p(Int),-0.338471735,-0.361492751,-0.436445468,-0.621053088,0.285052256,-0.423811848,-0.008068289,0.065245162,-0.423811848,-0.008068283,-0.240531254,-0.270379777,-0.614165934,-0.300471202,-0.232080458,-0.072597261,-0.614165934,-0.137689736,-0.232080458,-0.240531276,-0.621053088,-0.553349102,-0.553349102,-0.065410639,-0.072597258,-0.300471195,-0.270379777,-0.008068306,-0.487651377,-0.008068267,-0.309261443,0.12008281,-0.665457704,-0.553413654,-0.156404255,-0.203533186,-0.300471202,-0.309261443,-0.008068283,-0.245940705,0.105875801,-0.338471735,-0.270379777,-0.361492751,-0.553349102,-0.240531254,-0.065410639,-0.203533186,-0.361492751,-0.137689736,-0.408100972,0.056097611,-0.270379777,0.065245162,-0.436445468,-0.338471735,-0.338471735,-0.487651377,-0.408100972,-0.232080458,0.065245162,-0.081856402,-0.499463211,-0.487651377,0.07743419,-0.072597261,-0.494129743,-0.553296291,-0.408100972,-0.008068267,-0.553296291,-0.338471735,-0.232080458,-0.163918953,-0.553296291,-0.123160784,-0.270379777,-0.008068269,-0.081856405,-0.408100972,-0.361492751,-0.240531254,-0.203533186,-0.691280581,-0.487651377,-0.156404255,-0.156404255,0.138355679,-0.008068289,-0.203533186,-0.553349102,-0.408100972,-0.338471735,-0.181484614,-0.621053088,-0.081856402,-0.494129743,-0.764390805,0.138355679,0.138355679,10,8
