"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100"
"(Intercept)",-3.60950085409711,-2.72318778484939,-3.45545567675979,-2.76020879215811,-3.53539923893259,-2.34962915791754,-3.86081366506195,-3.24834442825063,-4.0591017554007,-2.20183144857464,-2.50783109607969,-4.25994693379521,-3.70043571094637,-4.30095160892885,-3.2777128124072,-3.97789932320183,-2.50963184183665,-5.14094117556214,-5.0037089685261,-3.24331377088699,-2.97550039378852,-2.37005945984758,-4.88258923294093,-4.01968350105168,-3.63095883603721,-3.74707218124564,-2.12102804839603,-3.94285712706382,-4.16193874321512,-2.73246646478377,-3.25710762145023,-3.09524638231144,-4.11223892733569,-2.69805354185875,-4.04203974326727,-2.92771570971855,-2.90927336771851,-3.556508902979,-4.16972904092427,-5.70412181559959,-2.47885513552181,-3.00298108639828,-3.62408512032277,-3.67161580110115,-4.83602819727807,-4.27666522359783,-5.3576088017478,-2.37730814217369,-2.53871569972411,-5.564721347145,-3.39645809309901,-3.61149497065057,-4.14556472107333,-4.21623324017591,-3.8298601898075,-4.81832020297223,-3.53791197090707,-2.89774502057341,-2.93869826314305,-2.78363514231375,-2.33395372547701,-1.82250768642422,-4.18149733672215,-2.49253319678059,-3.36822941762905,-2.54821026675803,-4.96218487046832,-9.66462505442287,-3.05114056899154,-4.09648588494411,-3.87811582532205,-4.00542933655707,-3.13430632226517,-2.72916760489547,-5.06043634136894,-2.99000729099004,-3.33182861339065,-2.41627374571839,-3.40520562771984,-3.40629495440114,-3.58449610885024,-3.5969855498888,-4.42061772463363,-3.47606193216258,-3.6433022573333,-3.46924347988623,-2.37338114596626,-2.95337548463364,-3.84027655717286,-2.58926515440922,-3.16505030336313,-3.52087961205194,-3.45258970944456,-2.27086420447871,-3.61923813297856,-2.83852101134606,-3.31469852606667,-2.47367693859627,-3.63425718511236,-5.1292765519441
"s(ordinal.s).1",0.12856500865812,2.18418656199227,0.486262298668706,-0.255810253720478,0.565244352501371,0.880306561542728,-1.00967163482779,-0.407337132624753,0.755531272759234,1.44699827604013,0.0699006546053013,0.710572575372421,0.375039709420892,0.720157422979867,-0.440493047802488,0.72045147569838,-0.182060059588933,0.00115595556842768,1.36484485772875,1.09176051690432,1.2988743754743,2.20064481161114,2.08749094516636,0.0189474771414285,0.110108096768,-0.427830555788471,1.59252984457855,-0.452017314739129,1.49459000494563,1.9327491180078,0.318905381643759,-0.660880729095722,-0.0246006477246072,1.00059902046808,0.0854913685254063,0.616577532688559,-0.252502718198396,0,1.36987242226955,1.48760054645843,-0.465298897517793,0.161359960511256,-0.175411270636958,1.17875667042981,-1.51876715210812,0.531348227833595,0.451814884658082,0.684834238868833,-0.688563196073533,0.137499442411625,0.766722056941654,0.740483637283982,2.11131523096864,0.538634075733824,2.65517450057045,2.00436775446733,0.635427429181028,1.73740740033611,0.769621597846581,-0.155825665585848,-0.358362839793984,-0.0615063792739345,1.90853659221461,3.041328309901,0.327538913817485,-0.585845218352159,2.61282602875307,0.889812590962309,-0.985861299420516,0.138216112982113,-0.913541917953246,0.334679076361649,-0.201335374260923,0.876880622174222,0.405447149000563,1.15930806489252,1.50657905519992,0.260075287212227,0.356809279528985,-1.2243351763003,0.390124130747642,1.23133092553777,2.99904461653716,-1.17434180696454,-0.0854924456242881,1.30266050306518,1.39851177849871,0.0232154584074045,0.198164411870299,0.275876354721639,0.720240347769498,1.36485478753922,0.548446739584869,1.41930967052103,2.30481423672851,0.667070156965117,-0.656810619785338,0.383848241197803,0.976647904742995,-0.742689421709626
"s(ordinal.s).2",-0.956605521302587,0.457593443192344,-0.869981596102201,-0.958909520611686,-0.0328577198345896,-0.441662412780216,-1.30093945050686,-0.167012788883855,-0.880239963116554,-0.510182197556905,-0.4847011180627,-0.573610994303816,-0.573937142093887,-0.701376701124227,-0.631581689032657,-0.525679199597206,-1.1718810887893,-1.4269413871404,-0.123785461926636,-0.305711837108013,-1.30666238693098,-0.695081379663126,-0.617512976994386,-0.766106176291472,-0.32070328342164,-0.98015103374561,0.330838433620913,-0.655554219636306,-0.543384201055601,-0.447682221346175,-1.26420661318689,-0.802285363467592,-1.27822206078231,-0.961539076399071,-0.357091711757295,-1.14088774953489,-1.55529875636188,0,0.281203381166691,0.172159368011744,-0.857111290809468,-0.817190339521462,-0.917528416865668,-0.230110804770037,-1.36868075337316,-0.408706373444805,-0.63273091254739,-0.85822929585693,-1.2829886884936,-0.737899841489527,-1.12546148829141,-1.6022132185963,-0.620007135883787,0.256560304735296,-0.27321963129528,-1.89899684514377,-0.516833721190863,-0.215477699587744,-0.418725092878646,-0.12312351636234,-0.277564762242181,-0.7521168284571,-0.324264754286614,0.448665350889655,-0.590723145513237,-0.333256339458371,0.343059798811631,-1.47043861480357,-1.94598747846061,-0.862002949835609,-0.44055839663595,-0.154466237323103,-0.841876734788108,-0.501054432357382,-1.37234605841271,-0.591696903152731,0.417468497491795,-0.988195073124376,-0.290142586672066,-1.55956413544274,-0.874613329763548,-0.213042423441203,0.143571028039909,-0.0566673921681153,-0.7244370255872,-0.27854622867268,-0.461967598155724,-1.10247863183017,-0.825828681149197,0.239644409064173,-1.14562468647137,-0.244913303044183,-1.5163889554741,0.0557966061127154,0.304425752928624,-1.41642228614161,-0.590738746866576,-0.0121541113267836,-0.416442028946707,-0.859399206241574
"s(ordinal.s).3",0.567715941920008,0.648744072503187,-0.572295771975854,0.645868667154754,1.44279726270618,-0.17559998540414,-1.07776375245627,-1.50408175997597,-0.216521628153113,-1.11988066499517,-0.676002263814918,-1.59276787830314,0.124893998217334,1.15222053098811,-0.888369470791345,0.131538881759304,-0.495644429635775,-0.673258024956738,-0.274401091631484,-0.387990668039396,1.81104330175577,0.862238268286336,-0.293488978246391,-0.824247242219995,-0.214743527443179,0.345062871395572,-0.116973176822542,-2.93693340165466,0.831543728227988,2.3736205395861,0.552645461571962,0.277390440677601,0.63123043192606,1.52364635168096,-3.62642459381743,0.565639656510832,-0.579660399009666,0,1.27686922215375,2.40922106546458,-0.258339916589817,0.721012196339772,0.305804619175761,1.59135944023843,-3.20807941012714,1.23698955014747,-1.06301274894305,0.245457082556882,-2.66340843205238,-2.62748631932451,-0.664651018325168,0.795236750721639,0.74690187863312,1.91583047340542,2.29353434265988,0.215661466968871,1.2475629528084,0.845598743210971,0.659147243788057,-0.0399137798912493,1.96373676739624,0.84912838345778,1.67652526111347,2.94809987631787,-0.699086181189124,-1.71629672146122,2.11546331137885,-0.704615408597049,-1.23177522177322,-0.4567386942047,1.49918815172155,-1.07909034883081,-0.472877440941856,0.400164288149535,0.333040629575026,-2.08482161900222,0.0307246848450387,0.0427522358390072,1.54057687658481,0.0259003112663698,-1.63426855472465,1.8057648996396,2.59434444905096,-0.496721563919148,-1.12658635566251,-0.00592761770083466,2.19559764580272,-0.131690249427299,0.416353481613393,0.272753894955088,0.83094761758907,1.33720715118886,0.798127791254125,0.133028228120493,1.87739000999267,0.202382597940798,-0.56400743607068,0.0140069542864718,0.766284324283323,1.03346407243287
"s(TSSS.s).1",-2.12698583253966,-1.05230569948056,-2.09361996827752,-0.907223246819685,-1.12304689294576,-1.23576103727427,-0.97991955510321,-0.957488148924336,-1.82598905109193,-0.666604892955538,-1.70417228548303,-1.61262985128898,-1.18629727418405,-1.49179094218953,-1.55783176114651,-0.843956220688104,-1.7196832148694,-0.411154815457335,-1.08100397151584,-0.712668039875953,-1.19746685914589,-0.405304445312852,-1.71130428893663,-1.34724724123638,-1.58170517115626,-0.717512867517538,-0.817741087250304,-1.2168915825975,-1.13457409699278,-0.98864525992506,-1.17955290671872,-1.40144399983981,-1.62233823499401,-1.17223215859226,-0.81246678962062,-1.83186620443273,-0.702755379324898,-1.19383604896564,-1.52161222933257,-2.24521857820614,-0.901295013538496,-1.61483149700579,-0.971825055526293,-2.28215148454427,-2.47891191098901,-0.683248415079503,-1.45009601141282,-2.2125787876072,-0.775247491779,-1.67902248621686,-1.04297857496618,-2.33225759513955,-1.99793308050362,-1.29751257212008,-1.63207870155721,-1.38269807855195,-1.72398607022458,-0.279163241206245,-1.12518377584662,-2.11740884434078,-0.790867804446699,-0.637531401729026,-1.50090708004364,-0.537467832429322,-1.19452179206593,-1.90590709366988,-1.21366059910652,-0.650002828941344,-1.11988503698186,-1.44879269930651,-1.35695490304171,-1.27297216080024,-0.955605132474468,-1.81934467169529,-1.37567952306638,-0.704817980803836,-1.26012388306902,-0.514498786963611,-0.95859931228495,-1.9508122644651,-0.860552739842959,-1.86259889590355,-0.481936972922758,-1.99919073377023,-0.162042841718054,-1.2774757658492,-0.635854765396114,-2.71450250387591,-0.97487338732681,-0.736402049574734,-0.908913727345307,-1.12328118739752,-1.387299558023,-0.077962510120624,-0.94243123517257,-1.4402656969668,-1.77848854476137,-0.449186461173063,-2.05698256915965,-1.22110290623015
"s(TSSS.s).2",0.796377940619882,0.521227686920224,-0.0957484514561093,0.380777920928511,0.364352085863501,0.0187190147909218,-0.298495727923385,-0.275232566180043,0.391016178979425,0.467858038152854,0.239166250052092,0.467765093630534,0.656587596519757,0.494389033110418,0.262933264769366,-0.230230858446025,0.121646274315002,0.471806235410733,0.424029433716194,0.0585968142765062,0.42508070976118,-0.0653239093212643,-0.0830717137305541,0.114259321507454,0.089438879942749,-0.530679261903499,-0.632204280771749,-0.109037429467858,-0.247706198391084,0.516581890380653,0.0655502878332987,-0.029963280908905,0.619456124543204,-0.726197323780554,0.862832472604565,0.611454079423367,-0.149775279789043,0.549613561650773,0.210128970421996,0.0858962427149886,-0.0054156907397111,-0.0755325055236544,-0.704525165005428,-0.096543255627255,0.550532040743842,0.269781996311381,0.616814822325285,1.17694621147177,0.549361235312738,0.544405690919794,-0.193427243972155,0.473374385664616,0.562016049402315,-0.00687254343848565,0.235334210957304,0.26196822941719,0.16008207752572,-0.663777958336343,0.215331741695278,0.379871471965138,-0.274357964715942,0.30681389539602,-0.161421168037924,-0.145210008763803,0.853895915336824,0.0594483302310875,0.696782571255152,0.45064658038723,0.0967455892721423,0.459719765100942,0.298050239339439,0.380270008277973,-0.550673408909352,-0.602315294013565,1.25560274673232,-2.36401201033053,0.381129119594892,-0.278310894136841,-0.131083516604767,0.37919418920292,-0.321478051354927,0.221562916824726,-2.04122179264891,0.534665710064615,0.179803509059168,0.0662300779040648,-0.209665298142271,0.420218137784779,0.445705414998968,-0.421283444706857,0.380220720178508,0.201740671817772,0.563298785498319,-0.259910487794286,0.408594884798752,-0.0764291839980304,0.177217659314105,0.290706028572625,-0.0272031026304798,-0.0133834541682878
"s(TSSS.s).3",-2.13416594777728,-3.41102654541059,-6.00947506451989,-3.40617214112002,-4.19267286288154,-0.66259060236202,-1.41275191649149,-2.50636921602842,-2.32562897583238,-3.33445915679466,-4.05599928596771,-8.14589141159887,-3.458259820195,-0.552751882395229,-1.82311773399957,-5.77599635131348,-3.47192721270295,-1.3468481257956,-3.22994573011014,-0.560384148147153,-1.3816474250214,-3.08254333979525,-4.23961738316798,-2.31484504185407,-1.2462693055121,-1.9031674805892,0.408836006067317,-3.88810665418125,-0.704152845801507,-2.89335989307771,-3.69889337743832,-3.06951151503975,-1.23481436616066,-0.049363060473949,-8.41560081626647,-2.98016440899615,-1.25207043454761,-1.17672760450852,-1.64621216622166,0.42773496210807,-0.586798023288125,-6.97628531884058,-3.79337887460646,-2.54113128851835,-3.04843491906693,-2.21061040446226,-5.22172777304237,-4.06123994449672,-2.21932927503572,-8.52544605299067,-2.44071339447572,-2.90959491050021,-1.69074789040197,-0.438188145779841,-5.79658468417307,-5.65082096735166,-2.59711610022126,-2.92248090089339,-1.21879114439656,-3.06205244274323,-1.86446182342921,-2.19683098922826,-1.08353840044695,-1.39925045375205,-4.11246831974938,-4.73888365000171,-8.8986246871449,-2.58979342851666,-3.67445995334377,-0.478659729796558,-0.963467273943577,-3.51583190710211,-1.75588524194446,-2.23133508161305,-4.11235713255978,0.0136886214408869,-2.13919326837174,-1.63237440786858,-2.22798255749162,-3.55243779825134,-1.67936452198844,-3.26595075961878,0.799411864798915,-3.47295996838054,-4.48444269568298,-2.11140467261122,-2.16717091821362,-2.81954664955351,-5.1259753943902,-0.377746345103363,-1.54170196871615,-2.34483809088118,-4.29222954371996,-0.396936795371288,-4.89666133843588,-2.45549808272883,-3.95167685430263,-0.244673999742771,-4.56371046091602,-0.825702209767836
"s(meantemp.s).1",4.83587355520259,-2.2196929666778,-0.777111583853832,-1.46067457867089,-0.48242943243451,-3.23178594184879,1.72562117045983,-0.183938796457438,2.04333906588433,2.18339401020322,0.276416638168432,1.47612464768271,0.780121751037186,6.67181865513178,2.99229509284376,-0.740319503256218,0.642284368184566,0.397822981083382,1.86222670276952,-0.0899077878845293,7.14231044106893,-1.13253749920944,0.598019300585076,1.88774137623821,-0.867768996398377,1.53269529142718,-2.6363831075956,1.12349480937452,9.61104239997256,0.0205844056805989,-1.51897767047344,3.70690637791591,0.0567752254636988,-0.130728306051727,0.441939743173726,-0.626384821356388,4.88125517706609,-0.850063175648291,-3.55007016078946,-0.747962085451058,0.453656765941228,0.0637565041947572,1.15005193537494,-0.910990184763135,11.3082525987535,6.96223545969492,2.06318861141621,1.8024594786499,1.07952634240972,-1.47280356919685,2.13684313596126,3.39389464997792,-2.18803972841715,-2.20636066194747,0.552124467672853,-0.560269801657553,-1.93217430911306,-1.08657768060699,-1.30926854869097,3.41030775879643,0.443751461053167,0.727495172700409,-2.6038725651947,-3.15381204270773,-0.636882782052795,2.33910396179866,4.78900664648269,-0.409443112057996,2.41468737578864,1.58997040502091,5.24942515308773,1.73722151171148,1.18654389729037,1.4640915257847,-0.508532973767871,-0.399627291284353,-1.0523911278056,14.1901810301847,0.538062749585123,3.71114182570941,3.476408146294,2.19392495689873,-0.228602216662425,-0.271003310252125,-0.414235591083959,-3.06858583590939,-0.0211205317716581,0.943136765750261,6.21345300585358,6.93285088923364,-1.29694477202659,3.15879051286224,5.48092479114435,-0.775207689537672,-0.417358047787767,8.15918541541685,1.53544009868281,-1.902326861842,-1.6384470110837,-1.46845668982896
"s(meantemp.s).2",3.21383285949712,-1.08961231689677,0.324675671987048,-0.61001972523734,0.466519712353748,-1.90109600469002,1.55517069153396,0.188860582406265,1.33521025938865,1.30495573542986,0.443545438601735,0.956330398354448,0.446693841669742,5.45703393349311,2.08697735281491,0.136256407640969,0.92584430416892,0.651518766540286,1.26437260194076,-0.0846050178992293,4.25209994392193,-0.901011062547516,0.516369669180329,1.62541548119609,-0.332049267956806,1.40572631595088,-1.4767972288986,1.14414828045704,5.71521543251737,-0.228016251896912,-1.00917870554798,3.19275792160644,0.559166043921795,-0.135385640182324,0.441809217405782,0.166318714260997,3.84770263405707,-0.180986477351189,-1.93227234496762,-0.73682481947613,0.716485681672487,0.0202966642175045,1.45109465074363,0.00115948620531636,7.76307877146306,6.17789235222156,2.24141399578502,1.30397053866839,0.961103301985123,-0.5808912974041,1.37220591911163,2.59249649537318,-0.811043005677314,-1.19344540918381,0.12961724455283,-0.238339020175866,-1.05539425165556,0.149399642027019,-0.85148637531816,2.84753306331739,0.633774303201623,1.13283022836597,-1.55296665069226,-2.58775623950051,-0.82619819001998,1.73627387674173,3.29466717190674,-0.0481575026144946,2.33454008295851,1.66259705422444,4.66192283478152,0.953426414076486,1.20062627768606,1.51394927854699,0.246512710091663,0.54992974629034,-0.67974140760254,8.35942987160916,1.19023103470214,3.04408692264999,2.8274667248311,1.07971344498392,0.605615472575452,0.407807052503899,-0.209330226148089,-1.64414540856514,0.293558961820258,0.9008252906128,4.8523716192034,5.72966605864428,-1.1810247694417,2.27519183913468,3.65592490754476,-0.54013359631811,-0.566960475872812,5.33618064919777,2.07583651926926,-0.876051582294691,-0.690565027861976,0.016022569530105
"s(meantemp.s).3",1.60403135226171,-0.55261344666413,2.09261243516461,-4.16810437469262,0.0669407099771296,0.49008909338381,0.0115038095800581,-0.705826544980637,1.85715067473277,1.21371460699562,0.383473502878741,2.2390149495151,-0.35958055309002,-3.84713712958086,0.897029978184712,-4.04245143774319,-1.98783484716473,3.89481241569745,1.23886878178911,-0.121806185969949,-3.29888193792037,0.595725068159512,0.300548570475092,1.61051377454791,0.212030260614937,1.54735219776125,-4.91951753602765,2.47880043215847,-1.87458674247829,-1.17700036264605,-1.80955748950384,0.254598486865289,-3.11350598161917,-0.143586787685498,0.719073771074498,-3.19146173540202,3.07236761029429,-0.999258765723386,-2.07647182105203,-4.08494674846076,-3.22089680722886,1.58933236386392,-4.69971284873898,-2.77036416245285,4.99723927878205,-3.32102049738946,2.69126589577133,-4.87279112461247,3.09698043318424,0.45562929999463,2.96955258268313,0.997608831179379,-1.81696196897837,-2.82457156198377,-2.24646409073061,-2.57501179832841,-3.61627608431166,1.29785963486087,-0.185053643139221,-3.16371669495728,1.90265608782451,-0.0764458283637843,-4.9703978477241,-5.16494516631229,2.10377187758178,3.06462231920262,-2.89456972006649,0.125381008609058,3.22521261440605,2.54443690423278,-1.61718721000842,1.66222016554917,-2.80137999099903,0.929125335125746,2.10859584515505,-5.46771634639862,-3.56924269411876,-0.222320113948956,-2.86157297520834,1.36232953370237,-0.536483735358166,-3.89923468604215,-10.641167103637,-1.9984971016609,-3.97850850709645,-2.23556705688024,-5.08317442829892,-2.23433210187777,2.03121858099274,-2.09169565362941,2.32455007848217,0.220234165506932,-1.59957353967443,-0.0112832287927529,-3.9719594899994,3.14961911474472,-0.0190983191662142,-0.77320222966404,-3.15552185328196,0.588867397946712
