"","X","samplenum","duration","meanprobdetection","AUC"
"auc_meandetectionprobSampled_28_Intervals.TempSunMoonPeentDetections.13min.int.csv",1,28,780,0.0964749536178108,0.612994350282486
"auc_meandetectionprobSampled_28_Intervals.TempSunMoonPeentDetections.14min.int.csv",1,28,840,0.0723562152133581,0.631763318534961
"auc_meandetectionprobSampled_28_Intervals.TempSunMoonPeentDetections.15min.int.csv",1,28,900,0.0909090909090909,0.599671052631579
"auc_meandetectionprobSampled_28_Intervals.TempSunMoonPeentDetections.16min.int.csv",1,28,960,0.103896103896104,0.647968618660689
"auc_meandetectionprobSampled_28_Intervals.TempSunMoonPeentDetections.17min.int.csv",1,28,1020,0.120593692022263,0.677731190309807
"auc_meandetectionprobSampled_28_Intervals.TempSunMoonPeentDetections.18min.int.csv",1,28,1080,0.109461966604824,0.689481707317073
"auc_meandetectionprobSampled_28_Intervals.TempSunMoonPeentDetections.19min.int.csv",1,28,1140,0.120593692022263,0.628232051450322
"auc_meandetectionprobSampled_28_Intervals.TempSunMoonPeentDetections.1hour.int.csv",1,28,3600,0.185528756957328,0.622719979041818
"auc_meandetectionprobSampled_28_Intervals.TempSunMoonPeentDetections.1min.int.csv",1,28,60,0.0278293135435993,0.518404334828102
"auc_meandetectionprobSampled_28_Intervals.TempSunMoonPeentDetections.20min.int.csv",1,28,1200,0.098330241187384,0.60707619675011
"auc_meandetectionprobSampled_28_Intervals.TempSunMoonPeentDetections.2min.int.csv",1,28,120,0.0426716141001855,0.604708550086701
"auc_meandetectionprobSampled_28_Intervals.TempSunMoonPeentDetections.3min.int.csv",1,28,180,0.0333951762523191,0.703832013574661
"auc_meandetectionprobSampled_28_Intervals.TempSunMoonPeentDetections.4min.int.csv",1,28,240,0.0649350649350649,0.642757009345794
"auc_meandetectionprobSampled_28_Intervals.TempSunMoonPeentDetections.5min.int.csv",1,28,300,0.0630797773654917,0.657966306564932
"auc_meandetectionprobSampled_28_Intervals.TempSunMoonPeentDetections.6min.int.csv",1,28,360,0.0612244897959184,0.67421096345515
"auc_meandetectionprobSampled_28_Intervals.TempSunMoonPeentDetections.7min.int.csv",1,28,420,0.0593692022263451,0.589832621082621
"auc_meandetectionprobSampled_28_Intervals.TempSunMoonPeentDetections.8min.int.csv",1,28,480,0.0705009276437848,0.626312608597114
"auc_meandetectionprobSampled_28_Intervals.TempSunMoonPeentDetections.9min.int.csv",1,28,540,0.0593692022263451,0.650023094688222
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.10min.int.csv",1,3,600,0.101449275362319,0.866666666666667
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.11min.int.csv",1,3,660,0.0579710144927536,0.521739130434783
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.12min.int.csv",1,3,720,0.0434782608695652,0.521739130434783
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.13min.int.csv",1,3,780,0.101449275362319,0.7
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.14min.int.csv",1,3,840,0.115942028985507,0.625
