sm_id,location,year,month,day,day current format,,,,PreSS,ms0,SS,c1,n1,a1,nightcalc,a2,n2,c2,endCivil2SRstart,ms8,EndSRdaystart,SStoSRend
8246,Carp,2014,6,12:00:00 AM,,,,,7:57:00 PM,1:00:00 AM,8:57:00 PM,12:38:00 AM,12:50:00 AM,1:07:00 AM,3:17:00 AM,1:07:00 AM,12:50:00 AM,12:38:00 AM,5:20:00 AM,12:03:30 AM,5:24:00 AM,30630
8246,Carp,2014,7,12:00:00 AM,,,,,7:56:00 PM,1:00:00 AM,8:56:00 PM,12:37:30 AM,12:49:30 AM,1:05:30 AM,3:25:00 AM,1:05:30 AM,12:49:30 AM,12:37:30 AM,5:22:00 AM,12:03:30 AM,5:26:00 AM,30810
8246,Carp,2014,7,12:00:00 AM,,,,,7:55:00 PM,1:00:00 AM,8:55:00 PM,12:37:00 AM,12:49:00 AM,1:03:30 AM,3:35:00 AM,1:03:30 AM,12:49:00 AM,12:37:00 AM,5:25:00 AM,12:03:30 AM,5:29:00 AM,31050
8246,Carp,2014,7,12:00:00 AM,,,,,7:53:00 PM,1:00:00 AM,8:53:00 PM,12:36:30 AM,12:48:00 AM,1:01:00 AM,3:48:00 AM,1:01:00 AM,12:48:00 AM,12:36:30 AM,5:28:00 AM,12:03:30 AM,5:32:00 AM,31350
8246,Carp,2014,7,12:00:00 AM,,,,,7:50:00 PM,1:00:00 AM,8:50:00 PM,12:36:00 AM,12:47:30 AM,12:59:00 AM,4:00:00 AM,12:59:00 AM,12:47:30 AM,12:36:00 AM,5:32:00 AM,12:03:30 AM,5:35:00 AM,31710
8246,Carp,2014,7,12:00:00 AM,,,,,7:47:00 PM,1:00:00 AM,8:47:00 PM,12:36:00 AM,12:46:00 AM,12:56:30 AM,4:15:00 AM,12:56:30 AM,12:46:00 AM,12:36:00 AM,5:36:00 AM,12:03:30 AM,5:39:00 AM,32130
8246,Carp,2014,7,12:00:00 AM,,,,,7:43:00 PM,1:00:00 AM,8:43:00 PM,12:35:30 AM,12:45:00 AM,12:54:30 AM,4:31:00 AM,12:54:30 AM,12:45:00 AM,12:35:30 AM,5:40:00 AM,12:03:30 AM,5:44:00 AM,32670
8246,Carp,2014,7,12:00:00 AM,,,,,7:39:00 PM,1:00:00 AM,8:39:00 PM,12:34:30 AM,12:44:00 AM,12:52:30 AM,4:47:00 AM,12:52:30 AM,12:44:00 AM,12:34:30 AM,5:44:00 AM,12:03:30 AM,5:48:00 AM,33150
8246,Carp,2014,7,12:00:00 AM,,,,,7:34:00 PM,1:00:00 AM,8:34:00 PM,12:34:30 AM,12:43:00 AM,12:50:00 AM,5:03:00 AM,12:50:00 AM,12:43:00 AM,12:34:30 AM,5:49:00 AM,12:03:30 AM,5:52:00 AM,33690
8246,Carp,2014,8,12:00:00 AM,,,,,7:29:00 PM,1:00:00 AM,8:29:00 PM,12:34:00 AM,12:42:00 AM,12:48:30 AM,5:19:00 AM,12:48:30 AM,12:42:00 AM,12:34:00 AM,5:54:00 AM,12:03:30 AM,5:57:00 AM,34290
8246,Carp,2014,8,12:00:00 AM,,,,,7:28:00 PM,1:00:00 AM,8:28:00 PM,12:33:00 AM,12:42:00 AM,12:48:00 AM,5:24:00 AM,12:48:00 AM,12:42:00 AM,12:33:00 AM,5:55:00 AM,12:03:30 AM,5:58:00 AM,34410
8246,Carp,2014,8,12:00:00 AM,,,,,7:24:00 PM,1:00:00 AM,8:24:00 PM,12:33:00 AM,12:41:00 AM,12:47:00 AM,5:36:00 AM,12:47:00 AM,12:41:00 AM,12:33:00 AM,5:59:00 AM,12:03:30 AM,6:02:00 AM,34890
8246,Carp,2014,8,12:00:00 AM,,,,,7:18:00 PM,1:00:00 AM,8:18:00 PM,12:32:00 AM,12:40:30 AM,12:45:00 AM,5:54:00 AM,12:45:00 AM,12:40:30 AM,12:32:00 AM,6:03:00 AM,12:03:30 AM,6:07:00 AM,35550
8246,Carp,2014,8,12:00:00 AM,,,,,7:11:00 PM,1:00:00 AM,8:11:00 PM,12:32:00 AM,12:39:30 AM,12:43:30 AM,6:11:00 AM,12:43:30 AM,12:39:30 AM,12:32:00 AM,6:08:00 AM,12:03:30 AM,6:12:00 AM,36270
8246,Carp,2014,8,12:00:00 AM,,,,,7:05:00 PM,1:00:00 AM,8:05:00 PM,12:31:00 AM,12:39:00 AM,12:42:00 AM,6:27:00 AM,12:42:00 AM,12:39:00 AM,12:31:00 AM,6:13:00 AM,12:03:30 AM,6:16:00 AM,36870
7689,Gordon Creek,2014,6,12:00:00 AM,,,,,8:55:00 PM,1:00:00 AM,9:55:00 PM,12:44:00 AM,1:03:30 AM,2:07:30 AM,12:04:00 AM,2:07:30 AM,1:03:30 AM,12:44:00 AM,5:45:00 AM,12:04:00 AM,5:49:00 AM,28680
7689,Gordon Creek,2014,6,12:00:00 AM,,,,,8:59:00 PM,1:00:00 AM,9:59:00 PM,12:45:00 AM,1:04:30 AM,2:02:00 AM,12:04:00 AM,2:02:00 AM,1:04:30 AM,12:45:00 AM,5:42:00 AM,12:04:00 AM,5:46:00 AM,28260
7689,Gordon Creek,2014,6,12:00:00 AM,,,,,9:02:00 PM,1:00:00 AM,10:02:00 PM,12:45:00 AM,1:07:00 AM,1:57:00 AM,12:05:00 AM,1:57:00 AM,1:07:00 AM,12:45:00 AM,5:40:00 AM,12:05:00 AM,5:45:00 AM,28080
7689,Gordon Creek,2014,6,12:00:00 AM,,,,,9:05:00 PM,1:00:00 AM,10:05:00 PM,12:45:30 AM,1:07:30 AM,1:54:00 AM,12:05:00 AM,1:54:00 AM,1:07:30 AM,12:45:30 AM,5:39:00 AM,12:05:00 AM,5:44:00 AM,27840
7689,Gordon Creek,2014,6,12:00:00 AM,,,,,9:07:00 PM,1:00:00 AM,10:07:00 PM,12:46:00 AM,1:08:00 AM,1:52:00 AM,12:05:00 AM,1:52:00 AM,1:08:00 AM,12:46:00 AM,5:39:00 AM,12:05:00 AM,5:44:00 AM,27720
7689,Gordon Creek,2014,6,12:00:00 AM,,,,,9:08:00 PM,1:00:00 AM,10:08:00 PM,12:46:00 AM,1:09:00 AM,1:51:00 AM,12:04:00 AM,1:51:00 AM,1:09:00 AM,12:46:00 AM,5:40:00 AM,12:05:00 AM,5:44:00 AM,27660
7689,Gordon Creek,2014,6,12:00:00 AM,,,,,9:09:00 PM,1:00:00 AM,10:09:00 PM,12:46:00 AM,1:09:00 AM,1:52:00 AM,12:03:00 AM,1:52:00 AM,1:09:00 AM,12:46:00 AM,5:41:00 AM,12:05:00 AM,5:46:00 AM,27720
7689,Gordon Creek,2014,6,12:00:00 AM,,,,,9:08:00 PM,1:00:00 AM,10:08:00 PM,12:45:30 AM,1:07:00 AM,1:55:00 AM,12:05:00 AM,1:55:00 AM,1:07:00 AM,12:45:30 AM,5:43:00 AM,12:05:00 AM,5:48:00 AM,27900
7689,Gordon Creek,2014,7,12:00:00 AM,,,,,9:07:00 PM,1:00:00 AM,10:07:00 PM,12:45:00 AM,1:06:30 AM,1:58:00 AM,12:04:00 AM,1:58:00 AM,1:06:30 AM,12:45:00 AM,5:46:00 AM,12:04:00 AM,5:50:00 AM,28020
7689,Gordon Creek,2014,7,12:00:00 AM,,,,,9:05:00 PM,1:00:00 AM,10:05:00 PM,12:45:00 AM,1:04:00 AM,2:03:30 AM,12:04:00 AM,2:03:30 AM,1:04:00 AM,12:45:00 AM,5:50:00 AM,12:04:00 AM,5:54:00 AM,28380
7689,Gordon Creek,2014,7,12:00:00 AM,,,,,9:02:00 PM,1:00:00 AM,10:02:00 PM,12:44:00 AM,1:02:30 AM,2:09:30 AM,12:04:00 AM,2:09:30 AM,1:02:30 AM,12:44:00 AM,5:54:00 AM,12:04:00 AM,5:58:00 AM,28800
7689,Gordon Creek,2014,7,12:00:00 AM,,,,,8:59:00 PM,1:00:00 AM,9:59:00 PM,12:43:00 AM,1:00:30 AM,2:16:00 AM,12:04:00 AM,2:16:00 AM,1:00:30 AM,12:43:00 AM,5:58:00 AM,12:04:00 AM,6:02:00 AM,29220
7689,Gordon Creek,2014,7,12:00:00 AM,,,,,8:55:00 PM,1:00:00 AM,9:55:00 PM,12:42:00 AM,12:58:30 AM,1:39:00 AM,1:33:00 AM,1:39:00 AM,12:58:30 AM,12:42:00 AM,6:03:00 AM,12:04:00 AM,6:07:00 AM,29760
7689,Gordon Creek,2014,7,12:00:00 AM,,,,,8:50:00 PM,1:00:00 AM,9:50:00 PM,12:41:30 AM,12:56:00 AM,1:26:00 AM,2:15:00 AM,1:26:00 AM,12:56:00 AM,12:41:30 AM,6:08:00 AM,12:04:00 AM,6:12:00 AM,30360
7689,Gordon Creek,2014,7,12:00:00 AM,,,,,8:45:00 PM,1:00:00 AM,9:45:00 PM,12:40:30 AM,12:54:30 AM,1:17:00 AM,2:49:00 AM,1:17:00 AM,12:54:30 AM,12:40:30 AM,6:14:00 AM,12:04:00 AM,6:18:00 AM,31020
7689,Gordon Creek,2014,7,12:00:00 AM,,,,,8:39:00 PM,1:00:00 AM,9:39:00 PM,12:39:30 AM,12:52:00 AM,1:10:30 AM,3:20:00 AM,1:10:30 AM,12:52:00 AM,12:39:30 AM,6:19:00 AM,12:04:00 AM,6:23:00 AM,31680
7689,Gordon Creek,2014,8,12:00:00 AM,,,,,8:33:00 PM,1:00:00 AM,9:33:00 PM,12:38:00 AM,12:51:00 AM,1:05:00 AM,3:48:00 AM,1:05:00 AM,12:51:00 AM,12:38:00 AM,6:25:00 AM,12:04:00 AM,6:29:00 AM,32400
7689,Gordon Creek,2014,8,12:00:00 AM,,,,,8:26:00 PM,1:00:00 AM,9:26:00 PM,12:37:30 AM,12:49:00 AM,1:00:30 AM,4:15:00 AM,1:00:30 AM,12:49:00 AM,12:37:30 AM,6:31:00 AM,12:04:00 AM,6:35:00 AM,33180
7689,Gordon Creek,2014,8,12:00:00 AM,,,,,8:19:00 PM,1:00:00 AM,9:19:00 PM,12:37:00 AM,12:47:00 AM,12:57:00 AM,4:40:00 AM,12:57:00 AM,12:47:00 AM,12:37:00 AM,6:37:00 AM,12:04:00 AM,6:41:00 AM,33960
7689,Gordon Creek,2014,8,12:00:00 AM,,,,,8:11:00 PM,1:00:00 AM,9:11:00 PM,12:37:00 AM,12:46:00 AM,12:53:30 AM,5:03:00 AM,12:53:30 AM,12:46:00 AM,12:37:00 AM,6:44:00 AM,12:03:00 AM,6:47:00 AM,34740
7689,Gordon Creek,2014,8,12:00:00 AM,,,,,8:03:00 PM,1:00:00 AM,9:03:00 PM,12:36:00 AM,12:44:30 AM,12:52:00 AM,5:25:00 AM,12:52:00 AM,12:44:30 AM,12:36:00 AM,6:50:00 AM,12:03:00 AM,6:53:00 AM,35580
7734,Gordon Creek,2014,6,12:00:00 AM,,,,,8:55:00 PM,1:00:00 AM,9:55:00 PM,12:44:00 AM,1:03:30 AM,2:07:30 AM,12:04:00 AM,2:07:30 AM,1:03:30 AM,12:44:00 AM,5:45:00 AM,12:04:00 AM,5:49:00 AM,28680
7734,Gordon Creek,2014,6,12:00:00 AM,,,,,8:59:00 PM,1:00:00 AM,9:59:00 PM,12:45:00 AM,1:04:30 AM,2:02:00 AM,12:04:00 AM,2:02:00 AM,1:04:30 AM,12:45:00 AM,5:42:00 AM,12:04:00 AM,5:46:00 AM,28260
7734,Gordon Creek,2014,6,12:00:00 AM,,,,,9:02:00 PM,1:00:00 AM,10:02:00 PM,12:45:00 AM,1:07:00 AM,1:57:00 AM,12:05:00 AM,1:57:00 AM,1:07:00 AM,12:45:00 AM,5:40:00 AM,12:05:00 AM,5:45:00 AM,28080
7734,Gordon Creek,2014,6,12:00:00 AM,,,,,9:05:00 PM,1:00:00 AM,10:05:00 PM,12:45:30 AM,1:07:30 AM,1:54:00 AM,12:05:00 AM,1:54:00 AM,1:07:30 AM,12:45:30 AM,5:39:00 AM,12:05:00 AM,5:44:00 AM,27840
7734,Gordon Creek,2014,6,12:00:00 AM,,,,,9:07:00 PM,1:00:00 AM,10:07:00 PM,12:46:00 AM,1:08:00 AM,1:52:00 AM,12:05:00 AM,1:52:00 AM,1:08:00 AM,12:46:00 AM,5:39:00 AM,12:05:00 AM,5:44:00 AM,27720
7734,Gordon Creek,2014,6,12:00:00 AM,,,,,9:08:00 PM,1:00:00 AM,10:08:00 PM,12:46:00 AM,1:09:00 AM,1:51:00 AM,12:04:00 AM,1:51:00 AM,1:09:00 AM,12:46:00 AM,5:40:00 AM,12:05:00 AM,5:44:00 AM,27660
7734,Gordon Creek,2014,6,12:00:00 AM,,,,,9:09:00 PM,1:00:00 AM,10:09:00 PM,12:46:00 AM,1:09:00 AM,1:52:00 AM,12:03:00 AM,1:52:00 AM,1:09:00 AM,12:46:00 AM,5:41:00 AM,12:05:00 AM,5:46:00 AM,27720
7734,Gordon Creek,2014,6,12:00:00 AM,,,,,9:08:00 PM,1:00:00 AM,10:08:00 PM,12:45:30 AM,1:07:00 AM,1:55:00 AM,12:05:00 AM,1:55:00 AM,1:07:00 AM,12:45:30 AM,5:43:00 AM,12:05:00 AM,5:48:00 AM,27900
7734,Gordon Creek,2014,7,12:00:00 AM,,,,,9:07:00 PM,1:00:00 AM,10:07:00 PM,12:45:00 AM,1:06:30 AM,1:58:00 AM,12:04:00 AM,1:58:00 AM,1:06:30 AM,12:45:00 AM,5:46:00 AM,12:04:00 AM,5:50:00 AM,28020
7734,Gordon Creek,2014,7,12:00:00 AM,,,,,9:05:00 PM,1:00:00 AM,10:05:00 PM,12:45:00 AM,1:04:00 AM,2:03:30 AM,12:04:00 AM,2:03:30 AM,1:04:00 AM,12:45:00 AM,5:50:00 AM,12:04:00 AM,5:54:00 AM,28380
7734,Gordon Creek,2014,7,12:00:00 AM,,,,,9:02:00 PM,1:00:00 AM,10:02:00 PM,12:44:00 AM,1:02:30 AM,2:09:30 AM,12:04:00 AM,2:09:30 AM,1:02:30 AM,12:44:00 AM,5:54:00 AM,12:04:00 AM,5:58:00 AM,28800
7734,Gordon Creek,2014,7,12:00:00 AM,,,,,8:59:00 PM,1:00:00 AM,9:59:00 PM,12:43:00 AM,1:00:30 AM,2:16:00 AM,12:04:00 AM,2:16:00 AM,1:00:30 AM,12:43:00 AM,5:58:00 AM,12:04:00 AM,6:02:00 AM,29220
7734,Gordon Creek,2014,7,12:00:00 AM,,,,,8:55:00 PM,1:00:00 AM,9:55:00 PM,12:42:00 AM,12:58:30 AM,1:39:00 AM,1:33:00 AM,1:39:00 AM,12:58:30 AM,12:42:00 AM,6:03:00 AM,12:04:00 AM,6:07:00 AM,29760
7734,Gordon Creek,2014,7,12:00:00 AM,,,,,8:50:00 PM,1:00:00 AM,9:50:00 PM,12:41:30 AM,12:56:00 AM,1:26:00 AM,2:15:00 AM,1:26:00 AM,12:56:00 AM,12:41:30 AM,6:08:00 AM,12:04:00 AM,6:12:00 AM,30360
7734,Gordon Creek,2014,7,12:00:00 AM,,,,,8:45:00 PM,1:00:00 AM,9:45:00 PM,12:40:30 AM,12:54:30 AM,1:17:00 AM,2:49:00 AM,1:17:00 AM,12:54:30 AM,12:40:30 AM,6:14:00 AM,12:04:00 AM,6:18:00 AM,31020
7734,Gordon Creek,2014,7,12:00:00 AM,,,,,8:39:00 PM,1:00:00 AM,9:39:00 PM,12:39:30 AM,12:52:00 AM,1:10:30 AM,3:20:00 AM,1:10:30 AM,12:52:00 AM,12:39:30 AM,6:19:00 AM,12:04:00 AM,6:23:00 AM,31680
7734,Gordon Creek,2014,8,12:00:00 AM,,,,,8:33:00 PM,1:00:00 AM,9:33:00 PM,12:38:00 AM,12:51:00 AM,1:05:00 AM,3:48:00 AM,1:05:00 AM,12:51:00 AM,12:38:00 AM,6:25:00 AM,12:04:00 AM,6:29:00 AM,32400
7734,Gordon Creek,2014,8,12:00:00 AM,,,,,8:26:00 PM,1:00:00 AM,9:26:00 PM,12:37:30 AM,12:49:00 AM,1:00:30 AM,4:15:00 AM,1:00:30 AM,12:49:00 AM,12:37:30 AM,6:31:00 AM,12:04:00 AM,6:35:00 AM,33180
7734,Gordon Creek,2014,8,12:00:00 AM,,,,,8:19:00 PM,1:00:00 AM,9:19:00 PM,12:37:00 AM,12:47:00 AM,12:57:00 AM,4:40:00 AM,12:57:00 AM,12:47:00 AM,12:37:00 AM,6:37:00 AM,12:04:00 AM,6:41:00 AM,33960
7734,Gordon Creek,2014,8,12:00:00 AM,,,,,8:11:00 PM,1:00:00 AM,9:11:00 PM,12:37:00 AM,12:46:00 AM,12:53:30 AM,5:03:00 AM,12:53:30 AM,12:46:00 AM,12:37:00 AM,6:44:00 AM,12:03:00 AM,6:47:00 AM,34740
7734,Gordon Creek,2014,8,12:00:00 AM,,,,,8:03:00 PM,1:00:00 AM,9:03:00 PM,12:36:00 AM,12:44:30 AM,12:52:00 AM,5:25:00 AM,12:52:00 AM,12:44:30 AM,12:36:00 AM,6:50:00 AM,12:03:00 AM,6:53:00 AM,35580
7734,Gordon Creek,2014,8,12:00:00 AM,,,,,7:55:00 PM,1:00:00 AM,8:55:00 PM,12:35:00 AM,12:44:00 AM,12:48:30 AM,5:49:00 AM,12:48:30 AM,12:44:00 AM,12:35:00 AM,6:56:00 AM,12:03:00 AM,6:59:00 AM,36420
7734,Gordon Creek,2014,8,12:00:00 AM,,,,,7:47:00 PM,1:00:00 AM,8:47:00 PM,12:34:30 AM,12:42:30 AM,12:47:30 AM,6:09:00 AM,12:47:30 AM,12:42:30 AM,12:34:30 AM,7:02:00 AM,12:03:00 AM,7:05:00 AM,37260
7755,Gordon Creek,2014,6,12:00:00 AM,,,,,9:07:00 PM,1:00:00 AM,10:07:00 PM,12:46:00 AM,1:08:30 AM,1:51:30 AM,12:04:00 AM,1:51:30 AM,1:08:30 AM,12:46:00 AM,5:39:00 AM,12:04:00 AM,5:43:00 AM,27600
7755,Gordon Creek,2014,6,12:00:00 AM,,,,,9:08:00 PM,1:00:00 AM,10:08:00 PM,12:46:00 AM,1:09:00 AM,1:51:00 AM,12:03:00 AM,1:51:00 AM,1:09:00 AM,12:46:00 AM,5:39:00 AM,12:04:00 AM,5:43:00 AM,27540
7755,Gordon Creek,2014,6,12:00:00 AM,,,,,9:08:00 PM,1:00:00 AM,10:08:00 PM,12:46:00 AM,1:09:00 AM,1:51:00 AM,12:04:00 AM,1:51:00 AM,1:09:00 AM,12:46:00 AM,5:40:00 AM,12:04:00 AM,5:44:00 AM,27600
7755,Gordon Creek,2014,6,12:00:00 AM,,,,,9:08:00 PM,1:00:00 AM,10:08:00 PM,12:46:00 AM,1:09:00 AM,1:51:00 AM,12:04:00 AM,1:51:00 AM,1:09:00 AM,12:46:00 AM,5:40:00 AM,12:04:00 AM,5:44:00 AM,27600
7755,Gordon Creek,2014,6,12:00:00 AM,,,,,9:08:00 PM,1:00:00 AM,10:08:00 PM,12:46:00 AM,1:08:30 AM,1:52:00 AM,12:04:00 AM,1:52:00 AM,1:08:30 AM,12:46:00 AM,5:41:00 AM,12:04:00 AM,5:45:00 AM,27660
7755,Gordon Creek,2014,6,12:00:00 AM,,,,,9:08:00 PM,1:00:00 AM,10:08:00 PM,12:46:00 AM,1:07:30 AM,1:53:00 AM,12:05:00 AM,1:53:00 AM,1:07:30 AM,12:46:00 AM,5:42:00 AM,12:04:00 AM,5:46:00 AM,27720
7755,Gordon Creek,2014,6,12:00:00 AM,,,,,9:08:00 PM,1:00:00 AM,10:08:00 PM,12:45:30 AM,1:07:30 AM,1:54:30 AM,12:04:00 AM,1:54:30 AM,1:07:30 AM,12:45:30 AM,5:43:00 AM,12:04:00 AM,5:47:00 AM,27780
7755,Gordon Creek,2014,7,12:00:00 AM,,,,,9:08:00 PM,1:00:00 AM,10:08:00 PM,12:45:00 AM,1:07:00 AM,1:56:00 AM,12:05:00 AM,1:56:00 AM,1:07:00 AM,12:45:00 AM,5:44:00 AM,12:04:00 AM,5:49:00 AM,27900
7755,Gordon Creek,2014,7,12:00:00 AM,,,,,9:07:00 PM,1:00:00 AM,10:07:00 PM,12:45:00 AM,1:06:30 AM,1:58:00 AM,12:04:00 AM,1:58:00 AM,1:06:30 AM,12:45:00 AM,5:46:00 AM,12:04:00 AM,5:50:00 AM,28020
7755,Gordon Creek,2014,7,12:00:00 AM,,,,,9:06:00 PM,1:00:00 AM,10:06:00 PM,12:44:30 AM,1:06:00 AM,2:00:00 AM,12:05:00 AM,2:00:00 AM,1:06:00 AM,12:44:30 AM,5:47:00 AM,12:04:00 AM,5:52:00 AM,28200
7755,Gordon Creek,2014,7,12:00:00 AM,,,,,9:05:00 PM,1:00:00 AM,10:05:00 PM,12:44:00 AM,1:05:00 AM,2:03:00 AM,12:04:00 AM,2:03:00 AM,1:05:00 AM,12:44:00 AM,5:49:00 AM,12:04:00 AM,5:53:00 AM,28320
7755,Gordon Creek,2014,7,12:00:00 AM,,,,,9:04:00 PM,1:00:00 AM,10:04:00 PM,12:44:00 AM,1:03:30 AM,2:06:00 AM,12:04:00 AM,2:06:00 AM,1:03:30 AM,12:44:00 AM,5:51:00 AM,12:04:00 AM,5:55:00 AM,28500
7755,Gordon Creek,2014,7,12:00:00 AM,,,,,9:02:00 PM,1:00:00 AM,10:02:00 PM,12:43:30 AM,1:03:00 AM,2:09:00 AM,12:04:00 AM,2:09:00 AM,1:03:00 AM,12:43:30 AM,5:53:00 AM,12:04:00 AM,5:57:00 AM,28740
7755,Gordon Creek,2014,7,12:00:00 AM,,,,,9:01:00 PM,1:00:00 AM,10:01:00 PM,12:43:00 AM,1:01:30 AM,2:12:30 AM,12:05:00 AM,2:12:30 AM,1:01:30 AM,12:43:00 AM,5:55:00 AM,12:04:00 AM,6:00:00 AM,28980
7755,Gordon Creek,2014,7,12:00:00 AM,,,,,8:59:00 PM,1:00:00 AM,9:59:00 PM,12:43:00 AM,1:01:00 AM,2:15:30 AM,12:04:00 AM,2:15:30 AM,1:01:00 AM,12:43:00 AM,5:58:00 AM,12:04:00 AM,6:02:00 AM,29220
7755,Gordon Creek,2014,7,12:00:00 AM,,,,,8:57:00 PM,1:00:00 AM,9:57:00 PM,12:42:30 AM,12:59:30 AM,1:50:00 AM,1:03:00 AM,1:50:00 AM,12:59:30 AM,12:42:30 AM,6:00:00 AM,12:04:00 AM,6:04:00 AM,29460
7755,Gordon Creek,2014,7,12:00:00 AM,,,,,8:55:00 PM,1:00:00 AM,9:55:00 PM,12:42:30 AM,12:58:30 AM,1:39:00 AM,1:32:00 AM,1:39:00 AM,12:58:30 AM,12:42:30 AM,6:03:00 AM,12:04:00 AM,6:07:00 AM,29760
7755,Gordon Creek,2014,7,12:00:00 AM,,,,,8:52:00 PM,1:00:00 AM,9:52:00 PM,12:42:00 AM,12:57:30 AM,1:31:30 AM,1:55:00 AM,1:31:30 AM,12:57:30 AM,12:42:00 AM,6:05:00 AM,12:04:00 AM,6:09:00 AM,30060
7755,Gordon Creek,2014,7,12:00:00 AM,,,,,8:50:00 PM,1:00:00 AM,9:50:00 PM,12:41:00 AM,12:57:00 AM,1:25:30 AM,2:15:00 AM,1:25:30 AM,12:57:00 AM,12:41:00 AM,6:08:00 AM,12:04:00 AM,6:12:00 AM,30360
7755,Gordon Creek,2014,7,12:00:00 AM,,,,,8:47:00 PM,1:00:00 AM,9:47:00 PM,12:40:30 AM,12:55:30 AM,1:21:30 AM,2:32:00 AM,1:21:30 AM,12:55:30 AM,12:40:30 AM,6:10:00 AM,12:04:00 AM,6:14:00 AM,30660
7755,Gordon Creek,2014,7,12:00:00 AM,,,,,8:45:00 PM,1:00:00 AM,9:45:00 PM,12:40:00 AM,12:54:30 AM,1:17:00 AM,2:49:00 AM,1:17:00 AM,12:54:30 AM,12:40:00 AM,6:13:00 AM,12:04:00 AM,6:17:00 AM,30960
7755,Gordon Creek,2014,7,12:00:00 AM,,,,,8:42:00 PM,1:00:00 AM,9:42:00 PM,12:40:00 AM,12:53:30 AM,1:13:30 AM,3:04:00 AM,1:13:30 AM,12:53:30 AM,12:40:00 AM,6:16:00 AM,12:04:00 AM,6:20:00 AM,31320
7620,Musselwhite,2014,6,12:00:00 AM,,,,,9:16:00 PM,1:00:00 AM,10:16:00 PM,12:47:30 AM,1:14:30 AM,1:42:30 AM,12:04:00 AM,1:42:30 AM,1:14:30 AM,12:47:30 AM,5:45:00 AM,12:04:00 AM,5:49:00 AM,27420
7620,Musselwhite,2014,6,12:00:00 AM,,,,,9:20:00 PM,1:00:00 AM,10:20:00 PM,12:49:00 AM,1:16:30 AM,1:35:30 AM,12:04:00 AM,1:35:30 AM,1:16:30 AM,12:49:00 AM,5:42:00 AM,12:04:00 AM,5:46:00 AM,27000
7620,Musselwhite,2014,6,12:00:00 AM,,,,,9:24:00 PM,1:00:00 AM,10:24:00 PM,12:49:30 AM,1:20:00 AM,1:28:30 AM,12:05:00 AM,1:28:30 AM,1:20:00 AM,12:49:30 AM,5:40:00 AM,12:05:00 AM,5:45:00 AM,26760
7620,Musselwhite,2014,6,12:00:00 AM,,,,,9:26:00 PM,1:00:00 AM,10:26:00 PM,12:50:00 AM,1:22:30 AM,1:24:00 AM,12:04:00 AM,1:24:00 AM,1:22:30 AM,12:50:00 AM,5:39:00 AM,12:05:00 AM,5:43:00 AM,26520
7620,Musselwhite,2014,6,12:00:00 AM,,,,,9:29:00 PM,1:00:00 AM,10:29:00 PM,12:50:30 AM,1:23:30 AM,1:21:00 AM,12:04:00 AM,1:21:00 AM,1:23:30 AM,12:50:30 AM,5:39:00 AM,12:05:00 AM,5:43:00 AM,26340
7620,Musselwhite,2014,6,12:00:00 AM,,,,,9:30:00 PM,1:00:00 AM,10:30:00 PM,12:50:00 AM,1:24:00 AM,1:20:30 AM,12:05:00 AM,1:20:30 AM,1:24:00 AM,12:50:00 AM,5:39:00 AM,12:05:00 AM,5:44:00 AM,26340
7620,Musselwhite,2014,6,12:00:00 AM,,,,,9:30:00 PM,1:00:00 AM,10:30:00 PM,12:50:00 AM,1:23:30 AM,1:21:30 AM,12:05:00 AM,1:21:30 AM,1:23:30 AM,12:50:00 AM,5:41:00 AM,12:05:00 AM,5:45:00 AM,26400
7620,Musselwhite,2014,6,12:00:00 AM,,,,,9:30:00 PM,1:00:00 AM,10:30:00 PM,12:50:00 AM,1:21:30 AM,1:25:00 AM,12:05:00 AM,1:25:00 AM,1:21:30 AM,12:50:00 AM,5:43:00 AM,12:05:00 AM,5:48:00 AM,26580
7620,Musselwhite,2014,7,12:00:00 AM,,,,,9:28:00 PM,1:00:00 AM,10:28:00 PM,12:49:30 AM,1:19:00 AM,1:30:30 AM,12:05:00 AM,1:30:30 AM,1:19:00 AM,12:49:30 AM,5:46:00 AM,12:05:00 AM,5:51:00 AM,26880
7620,Musselwhite,2014,7,12:00:00 AM,,,,,9:26:00 PM,1:00:00 AM,10:26:00 PM,12:49:00 AM,1:16:00 AM,1:37:00 AM,12:04:00 AM,1:37:00 AM,1:16:00 AM,12:49:00 AM,5:50:00 AM,12:04:00 AM,5:54:00 AM,27120
7620,Musselwhite,2014,7,12:00:00 AM,,,,,9:23:00 PM,1:00:00 AM,10:23:00 PM,12:48:00 AM,1:12:30 AM,1:45:00 AM,12:04:00 AM,1:45:00 AM,1:12:30 AM,12:48:00 AM,5:54:00 AM,12:04:00 AM,5:58:00 AM,27540
7620,Musselwhite,2014,7,12:00:00 AM,,,,,9:19:00 PM,1:00:00 AM,10:19:00 PM,12:47:00 AM,1:09:30 AM,1:53:30 AM,12:04:00 AM,1:53:30 AM,1:09:30 AM,12:47:00 AM,5:59:00 AM,12:04:00 AM,6:03:00 AM,28080
