sm_id,location,year,month,day,peentevent_sec,peentTclass,SStoSRend,,,
7524,Black Lake,2014,6,1,8903.531,3.Naut1,12:00:00 AM,,,
7524,Black Lake,2014,6,1,8903.536,3.Naut1,12:00:00 AM,,,
7524,Black Lake,2014,6,5,,0.NoPeent,12:00:00 AM,,,
7524,Black Lake,2014,6,9,,0.NoPeent,12:00:00 AM,,,
7524,Black Lake,2014,6,13,25682.205,9.1hAfterSR,12:00:00 AM,,,
7524,Black Lake,2014,6,13,25682.205,9.1hAfterSR,12:00:00 AM,,,
7524,Black Lake,2014,6,13,25688.44,9.1hAfterSR,12:00:00 AM,,,
7524,Black Lake,2014,6,13,25699.368,9.1hAfterSR,12:00:00 AM,,,
7524,Black Lake,2014,6,17,,0.NoPeent,12:00:00 AM,,,
7524,Black Lake,2014,6,21,,0.NoPeent,12:00:00 AM,,,
7524,Black Lake,2014,6,25,,0.NoPeent,12:00:00 AM,,,
7524,Black Lake,2014,6,29,5624.565,2.Civil1,12:00:00 AM,,,
7524,Black Lake,2014,6,29,7415.275,2.Civil1,12:00:00 AM,,,
7524,Black Lake,2014,6,29,7418.971,2.Civil1,12:00:00 AM,,,
7524,Black Lake,2014,6,29,7418.981,2.Civil1,12:00:00 AM,,,
7524,Black Lake,2014,7,3,,0.NoPeent,12:00:00 AM,,,
7524,Black Lake,2014,7,7,,0.NoPeent,12:00:00 AM,,,
7524,Black Lake,2014,7,11,,0.NoPeent,12:00:00 AM,,,
7524,Black Lake,2014,7,15,,0.NoPeent,12:00:00 AM,,,
7524,Black Lake,2014,7,19,,0.NoPeent,12:00:00 AM,,,
7524,Black Lake,2014,7,23,,0.NoPeent,12:00:00 AM,,,
7524,Black Lake,2014,7,27,,0.NoPeent,12:00:00 AM,,,
7524,Black Lake,2014,7,31,,0.NoPeent,12:00:00 AM,,,
7524,Black Lake,2014,8,4,,0.NoPeent,12:00:00 AM,,,
7524,Black Lake,2014,8,8,,0.NoPeent,12:00:00 AM,,,
7524,Black Lake,2014,8,12,,0.NoPeent,12:00:00 AM,,,
7524,Black Lake,2014,8,16,,0.NoPeent,12:00:00 AM,,,
7524,Black Lake,2014,8,20,,0.NoPeent,12:00:00 AM,,,
7620,Musselwhite,2014,6,1,,0.NoPeent,12:00:00 AM,,,
7620,Musselwhite,2014,6,5,3077.864,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,5,3107.008,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,5,3129.608,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,5,3129.624,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,5,3365.384,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,5,3365.4,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,5,3367.312,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,5,3367.32,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,5,3369.024,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,5,3369.024,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,5,3371.08,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,5,3371.08,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,5,3374.032,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,5,3374.04,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,5,3376.592,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,5,3376.592,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,5,6662.464,3.Naut1,12:00:00 AM,,,
7620,Musselwhite,2014,6,5,24274.944,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,5,24737.544,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,5,24749.872,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,5,24758.52,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,5,24767.168,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,5,24887.856,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,5,25010.288,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,5,25234.088,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,5,25485.816,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,5,25503.192,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,5,25567.744,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,5,25581.72,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,5,25625.536,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,5,26318.888,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,5,26789.192,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,5,26789.192,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,3549.52,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,3571.72,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,3578.328,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,3582.008,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,3583.944,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,3605.664,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,3806.936,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5712.48,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5714.808,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5718.376,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5718.44,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5720.44,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5720.48,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5722.496,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5724.624,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5724.648,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5726.616,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5726.64,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5728.472,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5728.488,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5730.304,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5730.328,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5732.312,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5732.328,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5737.184,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5737.192,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5756.336,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5756.36,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5759.592,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5759.608,2.Civil1,26760,,,
7620,Musselwhite,2014,6,9,5768.168,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5768.168,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5771.176,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5771.184,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5774.008,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5774.016,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5780.864,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5780.864,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5783.664,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5783.664,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5787.328,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5787.336,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5790.48,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5790.48,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5793.424,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5793.464,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,5803.568,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6150.144,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6150.192,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6151.792,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6153.456,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6153.496,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6155.568,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6155.568,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6157.376,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6157.384,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6159.272,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6159.288,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6160.672,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6160.68,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6162.232,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6162.24,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6166.28,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6166.288,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6170.672,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6170.672,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6173.016,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6173.016,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6176.52,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6176.52,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6178.96,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6178.96,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6181.984,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6181.992,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6183.76,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6183.768,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6188.8,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6188.808,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6193.976,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6193.984,2.Civil1,26760,,,
7620,Musselwhite,2014,6,9,6200.912,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6200.928,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6202.872,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6202.896,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6206.424,2.Civil1,26760,,,
7620,Musselwhite,2014,6,9,6206.472,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6208.752,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,6208.824,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,20330.592,6.Astro2,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,20995,6.Astro2,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,22668.216,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,25318.048,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,25319.76,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,25319.776,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,25321.656,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,25321.656,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,25323.664,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,25326.984,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,25327.008,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,25328.584,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,25328.632,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,25330.552,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,25330.6,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,25332.392,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,25334.336,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,25336.176,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,25338.248,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,27320.696,8.Civil2,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,27323.128,8.Civil2,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,27561.392,8.Civil2,12:00:00 AM,,,
7620,Musselwhite,2014,6,9,27561.408,8.Civil2,12:00:00 AM,,,
7620,Musselwhite,2014,6,13,,0.NoPeent,12:00:00 AM,,,
7620,Musselwhite,2014,6,17,5353.296,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,17,5366.512,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,17,5366.576,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,17,5368.536,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,17,5368.552,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,17,5370.344,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,17,5370.36,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,17,5372.24,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,17,5372.256,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,17,5374.44,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,17,5376.24,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,17,5378.272,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,17,5380.088,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,17,5382.096,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,21,,0.NoPeent,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,213.672,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,213.688,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,216.016,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,216.032,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,218.136,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,218.136,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,220.176,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,220.176,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,222.28,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,222.28,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,224.536,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,224.536,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,226.512,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,226.512,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,228.392,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,228.392,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,230.448,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,232.504,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,232.512,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,234.616,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,1473.04,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,1473.04,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,1475.744,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,1475.744,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,1478.496,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,1478.504,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,1480.792,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,1480.792,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,1482.904,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,1482.904,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,1486.904,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,1486.912,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,1490.096,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,1490.104,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,1494.28,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,3058.984,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,3058.992,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,3066.312,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,3066.312,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,3068.584,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,3068.592,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,3071.032,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,3071.048,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,3080.544,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,3080.56,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,3084.192,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,3086.504,1.PreSS,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,4558.504,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,4558.512,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,4578.056,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,4578.104,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,4579.872,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,7264.872,3.Naut1,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,7266.68,3.Naut1,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,7268.824,3.Naut1,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,7271.232,3.Naut1,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,7274.456,3.Naut1,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,7276.776,3.Naut1,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,7280.088,3.Naut1,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,7280.112,3.Naut1,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,7285.904,3.Naut1,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,7289.592,3.Naut1,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,7292.816,3.Naut1,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,7306.336,3.Naut1,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,7306.376,3.Naut1,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,7308.4,3.Naut1,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,7308.408,3.Naut1,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,7310.144,3.Naut1,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,7310.16,3.Naut1,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,7312.968,3.Naut1,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,7312.976,3.Naut1,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,7322.544,3.Naut1,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,7322.552,3.Naut1,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,7324.704,3.Naut1,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,7324.712,3.Naut1,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,7326.864,3.Naut1,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,7326.872,3.Naut1,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,7329.512,3.Naut1,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,7329.52,3.Naut1,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,24133.312,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,24133.32,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,24135.712,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,24863.16,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,24864.936,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,24866.72,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,24866.76,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,24868.32,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,24870.008,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,24870.08,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,24871.656,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,24871.664,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,24873.384,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,24873.408,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,25,24875.16,7.Naut2,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,3695.04,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,3727.592,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,3735.816,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,3764.88,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,3767.608,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,3779.008,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,3779.064,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,3812.44,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,3817.712,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,3819.528,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,3821.208,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,3821.224,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,3849.544,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,3897.44,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,3897.624,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,3912.008,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,3930.128,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,3930.144,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,3943.904,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,3962.032,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,3968.384,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,3970.392,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,3970.4,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,3985.264,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,3996.208,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,4036.808,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,4067.36,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,4078.096,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,4078.112,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,4111.816,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,4179.76,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,4179.768,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,4181.608,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,4181.608,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,4243.76,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,4264.376,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,4543.616,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,5591.888,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,5591.904,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,5593.888,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,5593.928,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,5595.68,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,5595.704,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,5597.8,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,5597.832,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,5599.848,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,5599.856,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,5601.856,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,5601.872,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,5604.36,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,5604.368,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,5606.24,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,5606.248,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,5608.488,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,5608.544,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,5612.504,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,5612.512,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,5614.368,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,5614.384,2.Civil1,12:00:00 AM,,,
7620,Musselwhite,2014,6,29,5616.264,2.Civil1,12:00:00 AM,,,
