"","ms.coef","ms.SE","ms.LCL","ms.UCL","samplenum","duration"
"psi(Int)",-0.162618801659166,0.440712982092943,-1.02641624656133,0.701178643243004,20,900
"p(Int)",-1.6248235911657,0.239642366105107,-2.09452262873171,-1.15512455359969,20,900
"p(tsss.s)",-0.697046359991965,0.219962834851802,-1.1281735163015,-0.265919203682433,20,900
"p(ordinal.s)",-8.29767271076112,2.85358150701401,-13.8906924645086,-2.70465295701366,20,900
"p(latitude)",-8.86335054320444,3.13273236967096,-15.0035059877595,-2.72319509864936,20,900
"p(julianXlat.s)",10.6160691710021,3.62204754027041,3.51685599207213,17.7152823499322,20,900
"p(moon.s)",-0.354621842131389,0.223336852769199,-0.792362073559019,0.0831183892962419,20,900
