"","X","samplenum","duration","meanprobdetection","AUC"
"auc_meandetectionprobSampled_28_Intervals.TempSunMoonPeentDetections.17min.int.csv",1,28,1020,0.120593692022263,0.699480688088283
"auc_meandetectionprobSampled_28_Intervals.TempSunMoonPeentDetections.18min.int.csv",1,28,1080,0.109461966604824,0.725070621468927
"auc_meandetectionprobSampled_28_Intervals.TempSunMoonPeentDetections.19min.int.csv",1,28,1140,0.120593692022263,0.70688088283025
"auc_meandetectionprobSampled_28_Intervals.TempSunMoonPeentDetections.1hour.int.csv",1,28,3600,0.185528756957328,0.732232346241458
"auc_meandetectionprobSampled_28_Intervals.TempSunMoonPeentDetections.1min.int.csv",1,28,60,0.0278293135435993,0.613295165394402
"auc_meandetectionprobSampled_28_Intervals.TempSunMoonPeentDetections.20min.int.csv",1,28,1200,0.098330241187384,0.667714884696017
"auc_meandetectionprobSampled_28_Intervals.TempSunMoonPeentDetections.2min.int.csv",1,28,120,0.0426716141001855,0.691902595214021
"auc_meandetectionprobSampled_28_Intervals.TempSunMoonPeentDetections.3min.int.csv",1,28,180,0.0333951762523191,0.697803369588398
"auc_meandetectionprobSampled_28_Intervals.TempSunMoonPeentDetections.4min.int.csv",1,28,240,0.0649350649350649,0.632199546485261
"auc_meandetectionprobSampled_28_Intervals.TempSunMoonPeentDetections.5min.int.csv",1,28,300,0.0630797773654917,0.657483983692487
"auc_meandetectionprobSampled_28_Intervals.TempSunMoonPeentDetections.6min.int.csv",1,28,360,0.0612244897959184,0.700413223140496
"auc_meandetectionprobSampled_28_Intervals.TempSunMoonPeentDetections.7min.int.csv",1,28,420,0.0593692022263451,0.643676035502959
"auc_meandetectionprobSampled_28_Intervals.TempSunMoonPeentDetections.8min.int.csv",1,28,480,0.0705009276437848,0.652038029204748
"auc_meandetectionprobSampled_28_Intervals.TempSunMoonPeentDetections.9min.int.csv",1,28,540,0.0593692022263451,0.75329758382643
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.10min.int.csv",1,3,600,0.101449275362319,0.816820276497696
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.11min.int.csv",1,3,660,0.0579710144927536,0.5
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.12min.int.csv",1,3,720,0.0434782608695652,0.901515151515151
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.13min.int.csv",1,3,780,0.101449275362319,0.747695852534562
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.14min.int.csv",1,3,840,0.115942028985507,0.850409836065574
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.15min.int.csv",1,3,900,0.072463768115942,0.878125
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.16min.int.csv",1,11,960,0.0869565217391304,0.777777777777778
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.17min.int.csv",1,3,1020,0.130434782608696,0.743518518518519
