"","ms.coef","ms.SE","ms.LCL","ms.UCL","samplenum","duration"
"psi(Int)",-0.3055394121324,0.620403737598079,-1.52153073782463,0.910451913559834,20,180
"p(Int)",-2.76291840033968,0.490510570150156,-3.72431911783399,-1.80151768284538,20,180
"p(latitude)",-9.98104190491577,5.0057650102258,-19.7923413249583,-0.169742484873193,20,180
"p(ordinal.s)",-10.633022275013,4.8235564561046,-20.0871929289781,-1.17885162104802,20,180
"p(julianXlat.s)",12.8300469869842,5.88724490888346,1.29104696557261,24.3690470083958,20,180
"p(temp.s)",0.35294534802266,0.361984561952682,-0.356544393404597,1.06243508944992,20,180
"p(moon.s)",-0.596506903315801,0.328127405635393,-1.23963661836117,0.0466228117295686,20,180
