"","ms.coef","ms.SE","ms.LCL","ms.UCL","samplenum","duration"
"psi(Int)",-0.0583414510354918,0.530017533840048,-1.09717581736198,0.980492915291001,20,360
"p(Int)",-2.25667986110741,0.307051760721114,-2.85850131212079,-1.65485841009403,20,360
"p(tsss.s)",-1.38640770893458,0.616838025984482,-2.59541023986417,-0.177405178004997,20,360
"p(tsss.s2)",1.03032982880485,0.68808688184688,-0.318320459615035,2.37898011722473,20,360
