"","ms.coef","ms.SE","ms.LCL","ms.UCL","samplenum","duration"
"psi(Int)",0.596252087362323,0.464636790523877,-0.314436022064475,1.50694019678912,20,600
"p(Int)",-1.40284524411678,0.17551141637021,-1.74684762020239,-1.05884286803116,20,600
"p(latitude)",0.319862831594761,0.150547979513654,0.024788791747999,0.614936871441524,20,600
"p(ordinal.s)",10.3973130555277,4.21498007989766,2.13595209892833,18.6586740121272,20,600
"p(ordinal.s2)",-10.5160741374999,4.2540632111294,-18.8540380313135,-2.17811024368623,20,600
