"","ms.coef","ms.SE","ms.LCL","ms.UCL","samplenum","duration"
"psi(Int)",0.362477703985204,0.441885508776221,-0.503617893216189,1.2285733011866,20,900
"p(Int)",-1.13432218300334,0.166437926913915,-1.46054051975461,-0.808103846252063,20,900
"p(tsss.s)",-1.02176030467993,0.459348175662595,-1.92208272897862,-0.121437880381247,20,900
"p(tsss.s2)",0.789483576053669,0.482852992264736,-0.156908288785213,1.73587544089255,20,900
"p(ordinal.s)",7.91838746027112,4.49253372483738,-0.88697864041015,16.7237535609524,20,900
"p(ordinal.s2)",-8.03438167683367,4.51020053625397,-16.8743747278914,0.805611374224112,20,900
"p(moon.s)",0.232558688901968,0.161968801242143,-0.0849001615326328,0.55001753933657,20,900
