"","X","model","formula","p.Int.","SEp.Int.","p.julian2Xlat.s.","SEp.julian2Xlat.s.","p.julianXlat.s.","SEp.julianXlat.s.","p.latitude.","SEp.latitude.","p.ordinal.s.","SEp.ordinal.s.","p.ordinal.s2.","SEp.ordinal.s2.","p.temp.s.","SEp.temp.s.","p.tsss.s.","SEp.tsss.s.","p.tsss.s2.","SEp.tsss.s2.","p.tsss2Xlat.s.","SEp.tsss2Xlat.s.","p.tsssXlat.s.","SEp.tsssXlat.s.","psi.Int.","SEpsi.Int.","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt","samplenum","duration","X.Error.in.as.ms....data.frame.......n..no.method.or.default.for.coercing..try.error..to..data.frame..n."
"14",15,"Temperature","~ordinal.s + temp.s ~ 1",-33.9551906642942,113.603036116951,NA,NA,NA,NA,NA,NA,-23.0718064511416,84.6331245493154,NA,NA,14.4578316562482,101.762148935666,NA,NA,NA,NA,NA,NA,NA,NA,11.2339455315034,275.196675478608,1,348.540310001806,0.00175516194058024,4,23,8.00351032388116,0,0.342976197633252,NA,0.342976197633252,1,120,NA
"15",15,"Temperature","~ordinal.s + temp.s ~ 1",-5.8895099769043,3.73867233759665,NA,NA,NA,NA,NA,NA,-1.16699984084245,2.39954329021019,NA,NA,-3.40266282903953,3.07323864085417,NA,NA,NA,NA,NA,NA,NA,NA,6.95545724124623,36.7999764789335,1,2840.65895856932,2.51354361674622,4,23,13.0270872334924,0,0.441782871755706,NA,0.441782871755706,1,180,NA
"16",2,"Latitude","~latitude ~ 1",-15.6620410741908,51.0212657031477,NA,NA,NA,NA,10.3153068424972,37.1743561131587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.397513653895751,7.22133302066011,1,4215.79952011014,2.77746326815,3,23,11.5549265363,0,0.227970664137609,NA,0.227970664137609,1,240,NA
"17",11,"TSSS.Julian.linear","~latitude + ordinal.s ~ 1",-3.41050924895663,7.02441265958718,NA,NA,NA,NA,-11.2989570582319,15.3765730153645,-49.7636380924838,64.7023924572942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00142265138386335,0.632974653592805,1,11009.4766154689,6.96534674423902,4,23,21.930693488478,0,0.236554010727741,NA,0.236554010727741,1,300,NA
"18",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,360,"Error in as(ms, ""data.frame"") : 
  no method or default for coercing “try-error” to “data.frame”
"
"19",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,420,"Error in as(ms, ""data.frame"") : 
  no method or default for coercing “try-error” to “data.frame”
"
"20",11,"TSSS.Julian.linear","~latitude + ordinal.s ~ 1",-40.4428303837875,48.0049641473469,NA,NA,NA,NA,29.9108537029637,34.9553743448696,-26.5860708333274,30.2461461022114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.142365559650137,1.30740300534901,1,5027.09481674658,3.37583977467032,4,23,14.7516795493406,0,0.181449152026458,NA,0.181449152026458,1,480,NA
"21",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,540,"Error in as(ms, ""data.frame"") : 
  no method or default for coercing “try-error” to “data.frame”
"
"22",11,"TSSS.Julian.linear","~tsss.s + latitude + tsssXlat.s + ordinal.s ~ 1",-1.5655860964338,0.244966620601061,NA,NA,NA,NA,0.691137759203797,0.289653929210554,-0.497083261748326,0.244038321357404,NA,NA,NA,NA,3.71439265239856,2.41589860951077,NA,NA,NA,NA,-3.97940382355305,2.35319566681807,0.898324243932175,0.605007173858885,0,566.701108319635,85.0470347742421,6,23,182.094069548484,0,0.329869883136321,NA,0.329869883136321,12,600,NA
"23",13,"TSSS.JulianXlat.linear","~latitude + ordinal.s + julianXlat.s ~ 1",-1.22821498029183,0.26201732191297,NA,NA,4.72516033851476,2.92568489498688,-3.58866405727793,2.4547774734449,-3.93461837252657,2.28327228764273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0886207115388536,0.462959341579432,0,1061.71910169595,73.9995881337828,5,23,157.999176267566,0,0.166363727838311,NA,0.166363727838311,12,660,NA
"24",15,"Temperature","~latitude + temp.s ~ 1",-1.41404897519108,0.256390295302037,NA,NA,NA,NA,0.511473908834169,0.219217957091188,NA,NA,NA,NA,-0.425568783278276,0.216031193871912,NA,NA,NA,NA,NA,NA,NA,NA,0.717396343261009,0.533991111256701,0,9.36811260978722,84.662609219935,4,23,177.32521843987,0,0.468574169983443,NA,0.468574169983443,12,720,NA
"25",3,"TSSS.linear","~tsss.s ~ 1",-1.70830690062624,0.301158431659154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.354817968767273,0.248067323377867,NA,NA,NA,NA,NA,NA,0.441709548018668,0.601479219060822,0,8.19651594927661,70.7602314962053,3,23,147.520462992411,0,0.2023837402714,NA,0.2023837402714,12,780,NA
"26",13,"TSSS.JulianXlat.linear","~tsss.s + latitude + tsssXlat.s + ordinal.s + julianXlat.s ~ 1",-1.52734115040881,0.261148579855743,NA,NA,7.12296347350254,3.24184833239833,-4.98257268777964,2.67457455601865,-5.49038349866551,2.54254995970633,NA,NA,NA,NA,6.13932917820886,2.6409224186769,NA,NA,NA,NA,-6.35037055110522,2.60160123043844,0.890532522056953,0.601876703897615,0,1556.93635828269,83.8064749844242,7,23,181.612949968848,0,0.37483816370698,NA,0.37483816370698,12,840,NA
"27",13,"TSSS.JulianXlat.linear","~latitude + ordinal.s + julianXlat.s ~ 1",-1.5619690850302,0.276379246068574,NA,NA,9.52173994028603,3.6425228364773,-7.54249879668555,3.11160411263458,-7.50930021090902,2.94974591833246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.618561677024024,0.613953720247529,0,1382.79336901612,80.3399938964416,5,23,170.679987792883,0,0.335655421318954,NA,0.335655421318954,12,900,NA
"28",15,"Temperature","~tsss.s + temp.s ~ 1",-1.04544138982823,0.209916535173151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.469287420101349,0.222802402898048,-0.357788226073139,0.195788898677894,NA,NA,NA,NA,NA,NA,0.666985334518592,0.489398676442259,0,7.46305757802318,97.4905920549746,4,23,202.981184109949,0,0.524042750813417,NA,0.524042750813417,12,960,NA
