"","ms.coef","ms.SE","ms.LCL","ms.UCL","samplenum","duration"
"psi(Int)",0.43479946314542,0.51152537691934,-0.567790275616487,1.43738920190733,20,360
"p(Int)",-2.11977172440215,0.265050037199658,-2.63926979731348,-1.60027365149082,20,360
"p(tsss.s)",-1.48406084755648,0.535587168068668,-2.53381169697107,-0.434309998141892,20,360
"p(tsss.s2)",1.15362186204386,0.610370120242433,-0.0427035736313088,2.34994729771903,20,360
"p(ordinal.s)",13.2878713612268,5.73133815486968,2.05444857768226,24.5212941447714,20,360
"p(ordinal.s2)",-13.5963850469518,5.81236999977872,-24.9886302465181,-2.20413984738556,20,360
