"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","duration","visits"
"psi(Int)",-0.636267464179926,0.743879508478418,-0.658068607102976,0.0170972151479362,-0.0520225359627795,-0.636267464180213,0.356141485661982,-0.101066351532188,-0.380888814794262,-0.297680115599928,-0.0520225359630441,-0.0520225361724779,-0.052022535115326,-0.0520225351145263,-0.931680869118843,-0.297680115614156,-0.912158482961501,-0.474102563996001,-0.943396885984025,0.192076327207989,-0.346836666608412,-0.672285012286307,1.27795654959338,-0.346836666608742,0.116761489541489,0.260536067856319,-0.297680115546945,-0.636267464181111,-0.603161723540964,0.608304607033865,-0.38088881479372,-0.474102563873982,-0.346836665522004,-0.603161726554636,-0.297680115545378,-0.116196225339525,-0.879866412889532,-0.603161726555657,0.104520445186105,0.0170972151478238,-0.672285012286832,0.512387541038073,0.373225467132372,-1.25110387701647,0.260536067855196,0.0170972151496796,0.0170972151467838,0.0170972151484559,-0.603161726554736,0.512387541036602,-0.34679844021097,-0.346836665251778,-0.603161723542218,-0.636267464179637,0.192076327207698,-0.0520225359609536,-0.736496015648905,-0.116196225341598,-0.826557012152275,-0.22554851196669,-0.297680115613169,-0.116196225340327,-0.297680115546531,-0.603161723539038,-0.0520225361672882,0.356141481009313,-0.297680115546852,0.0588674896405926,-0.0520225359611055,-0.162175419960816,-0.474102563993217,-0.101066306134566,-0.297680115546488,0.116761489544979,0.0170972151461256,-0.879866412889572,-0.297680115547601,-0.346836665522938,-0.346836665522266,-0.225548510531023,0.608304607033769,-0.136452574928131,-0.552658168801213,-0.346836665523652,-0.346836666609565,-0.380888814792711,-0.346836665521066,-0.474102563973972,0.442044202123709,0.608304607035221,0.356141485511263,-0.297680115546259,-0.29768011527591,1.98943681882586,-0.0520225351129047,-0.603161723543853,-0.931680869120386,-0.404634253515574,-0.879866412888957,0.0765807314235406,10,4
"p(Int)",0.248596409259722,-0.626403394121094,0.44998515564612,-0.351039325622535,-0.175201812467094,0.248596409258888,-0.498638131719158,-0.0106694434085951,0.190428017019146,-0.175211100508873,-0.175201812468652,-0.17520181264215,-0.175201811769274,-0.175201811768171,0.570828629310128,-0.175211100503162,0.329411347981708,-0.412865959442803,0.818069277143493,-0.17520290534078,0.012154948567254,0.6521398677955,-1.01310608401251,0.0121549485656899,-0.54311227489135,-0.330711862305145,-0.175211100525614,0.248596409259575,0.0423706140489302,-0.463913364576333,0.19042801702045,-0.412865959466607,0.012154936196548,0.0423705142329037,-0.175211100524726,-0.602074169863339,0.084293926020004,0.0423705142339198,0.111976177606493,-0.35103932562236,0.652139867794314,-0.314671060694239,-1.18298821632382,1.45973420653994,-0.330711862302834,-0.351039325619341,-0.351039325621146,-0.351039325621766,0.0423705142329525,-0.314671060694932,-0.684074703307419,0.0121549331288737,0.0423706140503023,0.248596409260538,-0.175202905340762,-0.175201812468844,-0.463843805201439,-0.602074169863594,-0.175202155556998,-0.377236578475415,-0.175211100503778,-0.602074169864292,-0.175211100525008,0.0423706140494743,-0.175201812636094,-0.498638127636566,-0.17521110052418,-0.862479806970893,-0.17520181246909,0.299170324818575,-0.412865959444621,-0.0106694520674677,-0.175211100524648,-0.543112274888843,-0.351039325621734,0.0842939260215206,-0.175211100523053,0.0121549361978343,0.0121549361982087,-0.377236577534119,-0.463913364575238,0.146462076094227,-0.175202770404188,0.0121549361974112,0.0121549485665669,0.190428017021816,0.0121549361978168,-0.412865959445694,-0.175195916018521,-0.463913364578889,-0.498638131587169,-0.175211100525344,-0.175211100609261,-1.45350545451931,-0.17520181176955,0.0423706140506336,0.570828629308874,0.363898789500458,0.0842939260210593,0.248596649916709,10,4
