X,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,duration,visits
psi(Int),0.509718983,0.502147773,0.509718983,0.445007444,0.390040111,0.503172839,0.501759519,0.505595828,0.447941795,0.503172839,0.503172839,0.505595828,0.44559724,0.445007444,0.445894648,0.505595828,0.624230596,0.501759519,0.447264845,0.389403124,0.618307461,0.447264845,0.568988462,0.448769502,0.50673542,0.389175523,0.444596465,0.389044471,0.504641092,0.503841648,0.445894647,0.445162981,0.562505994,0.445162981,0.563761707,0.444883201,0.446261276,0.446261276,0.445894647,0.503172839,0.561435037,0.389175523,0.502614002,0.562505994,0.44500745,0.504641092,0.444784314,0.446261276,0.560521878,0.505595828,0.4448832,0.503172839,0.502147773,0.505595828,0.44559724,0.618307461,0.44559724,0.445007444,0.334507551,0.446261276,0.445162979,0.445894647,0.560521878,0.511658669,0.446711998,0.504641092,0.500765815,0.509718983,0.503841652,0.445007444,0.50317284,0.447264845,0.502147773,0.503841649,0.445597242,0.505595828,0.503172839,0.50673542,0.389101114,0.501436881,0.559743668,0.446711998,0.563761707,0.505595828,0.504641092,0.445007444,0.445356753,0.559080972,0.446261276,0.505595828,0.3897719,0.445162979,0.389562104,0.504641092,0.558038879,0.444784311,0.445894648,0.390380943,0.446711998,0.447264845,10,10
p(Int),0.326977671,0.420416249,0.326977671,0.486883212,0.44155073,0.397477712,0.431813692,0.362608454,0.384475336,0.397477713,0.397477712,0.362608454,0.448835821,0.486883212,0.436077091,0.362608454,0.320394296,0.431813692,0.397477836,0.485078188,0.359404692,0.397477836,0.312445197,0.371387317,0.350829487,0.513906924,0.549811934,0.542639701,0.37430342,0.38592371,0.436077097,0.474233298,0.355551802,0.474233301,0.344905412,0.499506879,0.423269722,0.423269719,0.436077097,0.397477713,0.366125306,0.513906924,0.408972961,0.355551808,0.486883211,0.37430342,0.512108312,0.423269722,0.376633163,0.362608454,0.49950688,0.397477712,0.420416249,0.362608454,0.448835821,0.359404692,0.448835821,0.486883212,0.431814098,0.423269722,0.474233312,0.436077097,0.376633163,0.314879963,0.410406133,0.37430342,0.477046703,0.326977671,0.385923704,0.486883212,0.397477708,0.397477836,0.420416249,0.385923709,0.448835808,0.362608454,0.397477713,0.350829487,0.52828298,0.443170787,0.387081968,0.410406134,0.344905413,0.362608454,0.37430342,0.486883212,0.461552576,0.397477724,0.423269719,0.362608454,0.456107277,0.474233312,0.470613652,0.37430342,0.418131351,0.512108313,0.436077092,0.42693441,0.410406133,0.397477836,10,10
psi(Int),0.50172878,0.44480146,0.502523168,0.500818815,0.557634662,0.557634662,0.44584496,0.613949432,0.502523168,0.506262563,0.556586937,0.50096003,0.445346867,0.613193876,0.501425342,0.50172878,0.445164743,0.389182935,0.501425342,0.616291229,0.502091138,0.445346867,0.444897622,0.50172878,0.444662744,0.558019765,0.445844963,0.501171685,0.557634655,0.560334272,0.556788901,0.500671332,0.556788901,0.557634662,0.500818815,0.500671332,0.620402091,0.444897619,0.502091138,0.444897619,0.445346866,0.563297947,0.447086733,0.501171685,0.445346866,0.501171685,0.44584496,0.556415879,0.445017024,0.38938994,0.447086733,0.389730836,0.500671332,0.616291229,0.446180213,0.444897619,0.445164743,0.44584496,0.501425342,0.389182935,0.445164743,0.50172878,0.444575039,0.502091138,0.558998155,0.504375962,0.44457503,0.445346866,0.44584496,0.50096003,0.50172878,0.501171685,0.445017028,0.445346866,0.620402091,0.444724313,0.560334272,0.445570683,0.559614337,0.563297947,0.560334272,0.44480146,0.502091138,0.501425342,0.561174285,0.621844244,0.446180213,0.445570683,0.44480146,0.558019767,0.558998155,0.558998155,0.561174285,0.445346866,0.444613745,0.50364924,0.445346867,0.501171685,0.558470699,0.504375962,10,11
p(Int),0.402643487,0.476889641,0.381906782,0.443742762,0.398508625,0.398508625,0.407805856,0.386634058,0.381906782,0.329207637,0.435555131,0.433505562,0.430943166,0.403583174,0.41295925,0.402643487,0.442464732,0.48015915,0.41295925,0.352385299,0.392294141,0.430943166,0.465434505,0.402643487,0.49975453,0.389182845,0.407805835,0.423245415,0.398508619,0.351521891,0.426326469,0.45396027,0.426326469,0.398508625,0.443742762,0.45396027,0.3174886,0.465434511,0.392294141,0.465434511,0.430943171,0.322775271,0.372783746,0.423245415,0.430943171,0.423245415,0.407805856,0.444765826,0.453960614,0.453960622,0.372783751,0.42764608,0.45396027,0.352385299,0.396179996,0.465434511,0.442464732,0.407805856,0.41295925,0.48015915,0.442464732,0.402643487,0.522573719,0.392294141,0.370431834,0.350464688,0.522573726,0.430943171,0.407805856,0.433505562,0.402643487,0.423245415,0.453960606,0.430943171,0.3174886,0.488328833,0.351521891,0.419391792,0.360998885,0.322775271,0.351521891,0.476889644,0.392294141,0.41295925,0.341995966,0.308631587,0.396179988,0.419391792,0.476889644,0.389182847,0.370431834,0.370431834,0.341995966,0.430943171,0.511168883,0.360997807,0.430943166,0.423245415,0.379825135,0.350464688,10,11
psi(Int),0.56008661,0.557280196,0.502002915,0.500787966,0.557949511,0.502002915,0.500787966,0.445144847,0.445313017,0.501152805,0.504851876,0.445007336,0.559426125,0.557280196,0.444895195,0.560853987,0.501152805,0.444553298,0.50138918,0.614849892,0.504851876,0.502002915,0.501152805,0.614344196,0.500787966,0.444670516,0.556595921,0.615429977,0.619879158,0.557949511,0.500532818,0.500648868,0.557280196,0.388941858,0.501152805,0.500436226,0.445007336,0.445144847,0.444895195,0.55643108,0.556171517,0.500954307,0.502002915,0.556595921,0.389107403,0.502956658,0.500356038,0.501670025,0.556595921,0.501152805,0.445518146,0.616857409,0.500787966,0.558857883,0.444803988,0.617730402,0.444803988,0.500532816,0.502002915,0.445313017,0.44473013,0.500787966,0.445518146,0.557949511,0.558857883,0.50138918,0.501670025,0.44576809,0.500954307,0.55643108,0.557949511,0.557589175,0.501152805,0.502002915,0.501670025,0.500436226,0.500954307,0.445007338,0.559426125,0.500787966,0.445144847,0.388941858,0.444895197,0.500532817,0.501152805,0.444803988,0.502395084,0.50138918,0.500532818,0.558857883,0.558369293,0.44473013,0.500954307,0.500436226,0.502002915,0.501670025,0.501670025,0.557589175,0.56008661,0.501670025,10,12
p(Int),0.330636697,0.382147023,0.368891691,0.416011064,0.365093445,0.368891691,0.416011064,0.416011063,0.405457569,0.397232277,0.320959544,0.42654318,0.339302742,0.382147023,0.437056828,0.321929697,0.397232279,0.499877564,0.387811413,0.346365467,0.320959544,0.368891691,0.397232279,0.354186397,0.416011064,0.468511836,0.407570096,0.338516494,0.298744851,0.365093445,0.43472194,0.425373901,0.382147023,0.523738181,0.397232277,0.444057031,0.42654318,0.416011063,0.437056828,0.416011056,0.432853422,0.406631296,0.368891691,0.407570096,0.464024816,0.34984527,0.453380859,0.378365966,0.407570096,0.397232277,0.3948793,0.322723061,0.416011064,0.347931835,0.447554654,0.314772327,0.447554654,0.434721925,0.368891691,0.405457569,0.458039039,0.416011064,0.3948793,0.365093445,0.347931835,0.387811413,0.378365966,0.384272206,0.406631297,0.41601105,0.365093445,0.373632322,0.397232278,0.368891691,0.378365966,0.444057021,0.4066313,0.426543186,0.339302742,0.416011064,0.416011063,0.523738181,0.437056832,0.434721928,0.397232277,0.447554654,0.359386383,0.387811413,0.43472194,0.347931835,0.356527627,0.458039039,0.4066313,0.444057031,0.368891691,0.378365966,0.378365966,0.373632322,0.330636697,0.378365966,10,12
psi(Int),0.50158366,0.556974697,0.613458153,0.501107104,0.444624237,0.557844477,0.500767626,0.672608929,0.557510033,0.500358793,0.444624264,0.500767626,0.500241608,0.556423626,0.445450089,0.558232635,0.556974697,0.389013716,0.44498417,0.500241608,0.613458153,0.557510033,0.500637049,0.500767626,0.673409616,0.50043558,0.558682691,0.558232635,0.444880617,0.501325397,0.444880617,0.556579848,0.500241608,0.445263667,0.557844477,0.44451408,0.557844477,0.500922867,0.445263667,0.557510033,0.500358793,0.50043558,0.500358793,0.444670106,0.500767626,0.44455733,0.671271795,0.444726551,0.500241608,0.559807679,0.500358793,0.50043558,0.558682691,0.500294742,0.557510033,0.444795808,0.44498417,0.556175536,0.558232635,0.556579848,0.556762164,0.556078017,0.556423626,0.616559627,0.50043558,0.556974697,0.616559627,0.55628992,0.556423626,0.44567608,0.501888815,0.612419925,0.556762164,0.501325397,0.556974697,0.558232635,0.557222178,0.557844477,0.50019725,0.444486643,0.555994896,0.444880617,0.557510033,0.6128683,0.556579848,0.444557333,0.500767626,0.500527426,0.500767626,0.557510033,0.614702864,0.444726522,0.557844477,0.50019725,0.500767626,0.444624264,0.444726522,0.445450089,0.500358793,0.50043558,10,13
p(Int),0.357840823,0.368289088,0.348313946,0.375237423,0.451740318,0.344732914,0.392559649,0.304976396,0.352604859,0.427043963,0.451740318,0.392559649,0.444230575,0.391695159,0.374152598,0.336838067,0.368289088,0.461390312,0.403355647,0.444230575,0.348313946,0.352604859,0.401198182,0.39255965,0.298268527,0.418438863,0.328917784,0.336838067,0.413055811,0.366549602,0.413055811,0.383906897,0.444230575,0.383907187,0.344732914,0.49030778,0.344732914,0.383906713,0.383907187,0.352604859,0.427043967,0.418438863,0.427043967,0.44208324,0.39255965,0.471034234,0.318314502,0.432417775,0.444230575,0.312989568,0.427043967,0.418438864,0.328917784,0.435640618,0.352604859,0.42274257,0.403355647,0.407237466,0.336838067,0.383906897,0.376105401,0.414994169,0.391695159,0.304975676,0.418438863,0.368289088,0.304975676,0.399471622,0.391695159,0.364374352,0.349108399,0.37681524,0.376105401,0.366549601,0.368289088,0.336838067,0.360456214,0.344732914,0.452813093,0.509566996,0.422742556,0.413055811,0.352604859,0.362594276,0.383906897,0.471034236,0.392559649,0.409824068,0.39255965,0.352604859,0.326753307,0.432417832,0.344732914,0.452813093,0.39255965,0.451740318,0.432417832,0.374152598,0.427043963,0.418438864,10,13
psi(Int),0.556247711,0.500511592,0.612606501,0.444664609,0.556511438,0.501246992,0.557107029,0.556247711,0.500291558,0.501046944,0.500735196,0.444621498,0.444500884,0.444586347,0.444586347,0.611565189,0.500425416,0.500110781,0.555815857,0.61412649,0.555982281,0.500291558,0.500425416,0.500133782,0.501246992,0.500511592,0.557107029,0.444465533,0.444557768,0.500511592,0.500735196,0.557107029,0.556144759,0.500163205,0.556876224,0.557107029,0.555918211,0.556057106,0.500110781,0.556679198,0.501046944,0.500425416,0.500877392,0.500511592,0.444500876,0.50019854,0.500291558,0.556511438,0.444586347,0.556876224,0.500613915,0.444716861,0.444621498,0.50007245,0.555982281,0.612405686,0.500291558,0.557107029,0.556247711,0.444586347,0.556876224,0.500613915,0.444534597,0.50019854,0.500291559,0.500352973,0.557376559,0.556144759,0.500240889,0.444859359,0.555739998,0.444586347,0.500352973,0.444621498,0.556368841,0.500240889,0.556247711,0.611828508,0.50019854,0.444664609,0.612836172,0.555863192,0.444557768,0.556247711,0.557107029,0.500735196,0.556511438,0.556368841,0.444716861,0.612230341,0.444488815,0.500735196,0.61412649,0.444557774,0.612405686,0.612606501,0.444479231,0.556057106,0.444471588,0.556679198,10,14
p(Int),0.378084996,0.388491641,0.349808739,0.419435345,0.363640946,0.348336596,0.341885239,0.378084996,0.412457286,0.356395557,0.372468728,0.428401036,0.473154222,0.437360603,0.437360605,0.402298798,0.396488213,0.452285837,0.421229398,0.316652294,0.399685632,0.412457286,0.396488213,0.444325502,0.348336596,0.388491641,0.341885239,0.508904419,0.446314941,0.388491641,0.372468728,0.341885239,0.385292899,0.436365377,0.349150991,0.341885239,0.406872206,0.392492803,0.452285837,0.356402386,0.356395557,0.396488213,0.364438779,0.388491641,0.47315423,0.428401077,0.412457286,0.363640946,0.437360603,0.349150991,0.380485583,0.410462693,0.428401036,0.468186488,0.399685632,0.356400012,0.412457286,0.341885239,0.378084996,0.437360603,0.349150991,0.380485583,0.455264883,0.428401076,0.412457287,0.404476467,0.334603467,0.385292899,0.420431956,0.392490731,0.435569083,0.437360604,0.404476467,0.428401036,0.370868061,0.420431957,0.378084996,0.382670907,0.428401076,0.419435345,0.34320593,0.414053249,0.446314941,0.378084996,0.341885239,0.372468728,0.363640946,0.370868061,0.410462693,0.362980888,0.482094681,0.372468728,0.316652294,0.446314964,0.356400012,0.349808739,0.491032984,0.392492803,0.499969467,0.356402386,10,14
