"","sm_id","intervalsP","numdetect","duration","TSSS","TSSS.s","TSSS.s2","meantemp","meantemp.s","twilightperiod","twilightperiodB","latitude.s","longitude","date","ordinal.day","ordinal.s","ordinal.s2","time"
"20","7620","2014-06-26 01:20:00 CDT--2014-06-26 01:30:00 CDT",0,600,10200,-0.314273645228419,0.262347584518114,17.2790697674419,1.02316235387508,"NIGHT","DeepNight",0.982545574828839,-90.4122,"2014-06-25",176,-0.291998051046361,0.898095504495708,1.33333333333333
"21","7620","2014-06-26 01:50:00 CDT--2014-06-26 02:00:00 CDT",0,600,12000,-0.133632431865126,0.363110843623687,17.2790697674419,1.02316235387508,"NIGHT","DeepNight",0.982545574828839,-90.4122,"2014-06-25",176,-0.291998051046361,0.898095504495708,1.83333333333333
"22","7620","2014-06-26 02:40:00 CDT--2014-06-26 02:50:00 CDT",0,600,15000,0.167436257073698,0.567360693162011,17.2790697674419,1.02316235387508,"ASTRONOMICAL","DeepNight",0.982545574828839,-90.4122,"2014-06-25",176,-0.291998051046361,0.898095504495708,2.66666666666667
"23","7620","2014-06-26 03:10:00 CDT--2014-06-26 03:20:00 CDT",0,600,16800,0.348077470436991,0.711697253502426,17.2790697674419,1.02316235387508,"ASTRONOMICAL","DeepNight",0.982545574828839,-90.4122,"2014-06-25",176,-0.291998051046361,0.898095504495708,3.16666666666667
"24","7620","2014-06-26 05:20:00 CDT--2014-06-26 05:30:00 CDT",0,600,24600,1.13085606167793,1.52597332032854,17.2790697674419,1.02316235387508,"CIVIL","Civil",0.982545574828839,-90.4122,"2014-06-25",176,-0.291998051046361,0.898095504495708,5.33333333333333
"25","7620","2014-06-26 05:30:00 CDT--2014-06-26 05:40:00 CDT",0,600,25200,1.1910697994657,1.60131882038046,17.2790697674419,1.02316235387508,"CIVIL","Civil",0.982545574828839,-90.4122,"2014-06-25",176,-0.291998051046361,0.898095504495708,5.5
"26","7620","2014-06-26 06:10:00 CDT--2014-06-26 06:20:00 CDT",0,600,27600,1.43192475061675,1.9208563627693,17.2790697674419,1.02316235387508,"AFTER","Crepuscular",0.982545574828839,-90.4122,"2014-06-25",176,-0.291998051046361,0.898095504495708,6.16666666666667
"27","7620","2014-06-26 06:20:00 CDT--2014-06-26 06:30:00 CDT",0,600,28200,1.49213848840452,2.00527963391181,17.2790697674419,1.02316235387508,"AFTER","Crepuscular",0.982545574828839,-90.4122,"2014-06-25",176,-0.291998051046361,0.898095504495708,6.33333333333333
"28","7620","2014-06-26 06:40:00 CDT--2014-06-26 06:50:00 CDT",0,600,29400,1.61256596398005,2.17957283885118,17.2790697674419,1.02316235387508,"AFTER","Crepuscular",0.982545574828839,-90.4122,"2014-06-25",176,-0.291998051046361,0.898095504495708,6.66666666666667
"29","7620","2014-06-29 21:40:00 CDT--2014-06-29 21:50:00 CDT",0,600,-3000,-1.03683849868159,0.0226944277264804,21.3186046511628,1.26235925948491,"BEFORE","Crepuscular",0.982545574828839,-90.4122,"2014-06-29",180,-0.0996484023221572,0.939381919733373,21.6666666666667
"30","7620","2014-06-29 22:00:00 CDT--2014-06-29 22:10:00 CDT",0,600,-1800,-1.15726597425712,0.00816999398153295,21.3186046511628,1.26235925948491,"BEFORE","Crepuscular",0.982545574828839,-90.4122,"2014-06-29",180,-0.0996484023221572,0.939381919733373,22
"31","7620","2014-06-29 22:10:00 CDT--2014-06-29 22:20:00 CDT",0,600,-1200,-1.21747971204489,0.00363110843623687,21.3186046511628,1.26235925948491,"BEFORE","Crepuscular",0.982545574828839,-90.4122,"2014-06-29",180,-0.0996484023221572,0.939381919733373,22.1666666666667
"32","7620","2014-06-29 22:20:00 CDT--2014-06-29 22:30:00 CDT",0,600,-600,-1.27769344983265,0.000907777109059217,21.3186046511628,1.26235925948491,"BEFORE","Crepuscular",0.982545574828839,-90.4122,"2014-06-29",180,-0.0996484023221572,0.939381919733373,22.3333333333333
"33","7620","2014-06-29 22:30:00 CDT--2014-06-29 22:40:00 CDT",34,600,0,-1.33790718762042,0,21.3186046511628,1.26235925948491,"CIVIL","Civil",0.982545574828839,-90.4122,"2014-06-29",180,-0.0996484023221572,0.939381919733373,22.5
"34","7620","2014-06-29 23:30:00 CDT--2014-06-29 23:40:00 CDT",5,600,3600,-0.97662476089383,0.0326799759261318,21.3186046511628,1.26235925948491,"CIVIL","Civil",0.982545574828839,-90.4122,"2014-06-29",180,-0.0996484023221572,0.939381919733373,23.5
"35","7620","2014-06-29 23:50:00 CDT--2014-06-30 00:00:00 CDT",1,600,4800,-0.856197285318301,0.0580977349797899,21.3186046511628,1.26235925948491,"NAUTICAL","Nautical",0.982545574828839,-90.4122,"2014-06-29",180,-0.0996484023221572,0.939381919733373,23.8333333333333
"36","7620","2014-06-30 00:50:00 CDT--2014-06-30 01:00:00 CDT",0,600,8400,-0.494914858591713,0.177924313375607,21.3186046511628,1.26235925948491,"NAUTICAL","Nautical",0.982545574828839,-90.4122,"2014-06-29",180,-0.0996484023221572,0.939381919733373,0.833333333333333
"37","7620","2014-06-30 01:50:00 CDT--2014-06-30 02:00:00 CDT",0,600,12000,-0.133632431865126,0.363110843623687,21.3186046511628,1.26235925948491,"NIGHT","DeepNight",0.982545574828839,-90.4122,"2014-06-29",180,-0.0996484023221572,0.939381919733373,1.83333333333333
"38","7620","2014-06-30 02:10:00 CDT--2014-06-30 02:20:00 CDT",0,600,13200,-0.0132049562895963,0.439364120784661,21.3186046511628,1.26235925948491,"NIGHT","DeepNight",0.982545574828839,-90.4122,"2014-06-29",180,-0.0996484023221572,0.939381919733373,2.16666666666667
"39","7620","2014-06-30 03:40:00 CDT--2014-06-30 03:50:00 CDT",0,600,18600,0.528718683800285,0.872373801805908,21.3186046511628,1.26235925948491,"ASTRONOMICAL","DeepNight",0.982545574828839,-90.4122,"2014-06-29",180,-0.0996484023221572,0.939381919733373,3.66666666666667
