"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","duration","visits"
"psi(Int)",1.32146431847731,1.32150328078592,1.32173127786975,1.02963324660427,1.32187765303706,1.3221328438714,1.0297818442073,1.32164010968609,1.32213284386214,1.32164010967943,1.02967634985743,1.02990771846207,1.02962729831426,1.32164010967177,1.32227777065253,1.02963324659922,1.0296953813329,1.02962729831955,1.32165831350671,1.32195164825294,1.02972672719212,1.32167220777216,1.02972672719216,1.0296930747991,1.0296953813343,1.02977627024304,1.32182125132652,1.321951648262,1.3216583135083,1.3214643184609,1.02972672719451,1.31941777710857,1.03023282735599,1.0302328273595,1.02969216273613,1.32165831351987,1.32179731770987,1.32146431848494,1.03023282735563,1.02972672719098,1.02962729831171,1.31941777708295,1.32186382505072,1.32213284387233,1.02969882478817,1.32168230526193,1.02964120490991,1.02978184420199,1.0296930748004,1.32195164825373,1.32182125132928,1.02967634985237,1.3223199684433,1.02964120491099,1.32227777065062,1.32173127787646,1.02979271793821,1.32227777065419,1.02977627023903,1.3218212513241,1.0297818442027,1.0296953813354,1.02978188336676,1.32187765283229,1.32167220777025,1.02969882479088,1.32191796482112,1.32182125133115,1.029554908531,1.32164010967515,1.32197963575124,1.32179731680115,1.32186382507002,1.02969307480025,1.02969216273622,1.32214141173913,1.02962454541266,1.32164010967653,1.32167220777176,1.02936589270048,1.32213284386065,1.32187765285056,1.02969307479848,1.32197933299404,1.02969307479904,1.02968285993524,1.02962729832367,1.02964120491253,1.3194177771113,1.32182125132868,1.32146431846441,1.02978184420601,1.02968285993797,1.32165831351437,1.32182125132129,1.0296930748016,1.31923303826952,1.3215032807842,1.32150328077857,1.02968285994356,20,16
"p(Int)",0.0333537005621738,-0.0334164717418992,-0.0500476365551501,0.035690371888469,-0.0667412493179207,-0.116832140812325,-0.0893999032177697,0.0167298554938616,-0.116832140812262,0.016729855493682,-2.98500731918986e-05,-0.161141713449473,0.125146566801885,0.0167298554941601,-0.100132608924756,0.0356903718878775,0.197056256102301,0.125146566801934,-0.0167911784725021,-0.150358683052091,0.161035478443125,0.0499822067184872,0.16103547844391,0.0893261381437861,0.197056256103013,0.179034915291177,-2.9968821784152e-05,-0.150358683041558,-0.0167911784722885,0.0333537005620058,0.161035478443979,-0.0837090596470221,0.0714002830429022,0.0714002830425163,-0.0536297548229593,-0.016791178472474,0.0666729684282673,0.0333537005622341,0.0714002830430858,0.161035478443804,0.125146566802001,-0.0837090596449852,-0.133582729496153,-0.116832140811986,-0.0179063986195101,0.133492181283755,0.0535639629949337,-0.0893999032256599,0.0893261381494573,-0.1503586830406,-2.99688226305654e-05,-2.98500726497911e-05,0.183787427492385,0.0535639629892478,-0.100132608916494,-0.0500476365333518,-0.107306934932009,-0.100132608919175,0.17903491529101,-2.99688239512761e-05,-0.0893999032206347,0.197056256102424,-0.143187518842716,-0.0667412456852736,0.0499822067213702,-0.0179063986189936,0.16706710480089,-2.99688228415877e-05,0.215103547205943,0.0167298554940277,-0.234538265190312,0.066672950861923,-0.133582729496205,0.0893261381519556,-0.0536297548234234,-0.167175456497381,0.143091539370688,0.0167298554940189,0.0499822067217657,0.269510386127045,-0.11683214081199,-0.0667412456853589,0.0893261381436364,0.116748230521845,0.0893261381492828,0.107226766199781,0.125146566802049,0.05356396299017,-0.0837090596470869,-2.99688226298944e-05,0.0333537005622573,-0.0893999032200302,0.107226766200389,-0.0167911784722509,-2.99688242168111e-05,0.0893261381517266,0.0836512762209305,-0.0334164717415934,-0.0334164717415814,0.107226766199641,20,16
